precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
18,GALAŢI,"CĂMINUL CULTURAL BĂLĂŞEŞTI",227,BĂLĂŞEŞTI,75613,3,PART,PRCNCT,CL,CL_SV,"2024-06-12 17:00:15",926,888,0,1,37,544,506,0,1,37,517,27,987,443,21,27,401,68
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL NR.1 CIUREȘTII NOI",229,BĂLĂŞEŞTI,75613,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:41:38",432,411,0,6,15,233,216,0,6,11,225,8,469,236,18,31,167,9
18,GALAŢI,"SCOALA GENERALĂ CIUREŞTI",228,BĂLĂŞEŞTI,75613,2,PART,PRCNCT,CL,CL_SV,"2024-06-12 16:48:38",225,205,0,8,12,128,108,0,8,12,116,4,226,98,1,35,78,2
18,GALAŢI,"SCOALA GENERALĂ PUPEZENI",230,BĂLĂŞEŞTI,75613,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:24:14",162,149,0,5,8,88,75,0,5,8,82,6,164,76,3,6,65,8
