precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VELA IOAN-CRISTIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","VELA RUSALIN-PARTIDUL SOCIAL DEMOCRAT-voturi"
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL ARMENIȘ",157,ARMENIŞ,51243,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:48:34",1108,1052,0,41,15,815,759,0,41,15,802,13,1157,342,657,145
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL FENEȘ",158,ARMENIŞ,51243,3,PART,PRCNCT,P,P_SV,"2024-06-10 07:29:34",470,449,0,10,11,323,302,0,10,11,311,12,495,172,281,30
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL SUB MARGINE",160,ARMENIŞ,51243,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:41:39",147,138,0,7,2,125,116,0,7,2,124,1,150,25,106,18
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ SAT BĂTRÂN",159,ARMENIŞ,51243,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:06:37",300,285,1,8,6,237,223,0,8,6,231,6,315,78,148,83
