precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL PRO ROMÂNIA-voturi"
24,IAŞI,"SCOALA GENERALA ” DIMITRIE STURDZA ”POPESTI",588,POPEŞTI,98435,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 13:13:12",933,911,1,12,9,505,484,0,12,9,481,22,1000,492,142,88,184,13,29,25
24,IAŞI,"SCOALA GENERALA ”DIMITRIE STURDZA”POPESTI",589,POPEŞTI,98435,1,PART,PRCNCT,CL,CL_SV,"2024-06-11 10:19:52",916,895,2,6,13,533,514,0,6,13,502,31,1000,467,118,121,196,18,31,18
24,IAŞI,"ŞCOALA GIMNAZIALA HARPASESTI,CORP CLADIRE NOU,SALA DIN PARTEA DREAPTA,PARTER",591,POPEŞTI,98435,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 14:01:17",776,756,0,3,17,486,466,0,3,17,442,24,900,434,193,45,136,10,53,5
24,IAŞI,"ŞCOALA PRIMARA DOROSCANI",590,POPEŞTI,98435,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:11:24",444,432,0,1,11,254,242,0,1,11,237,15,500,248,79,67,77,10,3,1
24,IAŞI,"ŞCOALA PRIMARA ”NICOLAIE BUTESCU” OBRIJENI",592,POPEŞTI,98435,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:08:59",1652,1644,0,8,0,93,85,0,8,0,89,4,1731,1638,42,16,25,3,3,0
24,IAŞI,"ŞCOALA PRIMARA ”NICOLAIE BUTESCU” OBRIJENI",593,POPEŞTI,98435,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:47:52",1416,1404,0,9,3,79,67,0,9,3,76,3,1600,1521,37,21,15,1,1,1
