precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"FLUTUR GHEORGHE-PARTIDUL NAȚIONAL LIBERAL-voturi","ŞOLDAN GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi","BĂLAN SILVESTRU-RĂDĂUŢI-PARTIDUL S.O.S. ROMÂNIA-voturi","UNGUREANU EMANUEL-DUMITRU-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","SAVA PAULA-PARTIDUL PATRIOȚILOR-voturi"
35,SUCEAVA,"CENTRU DE ZI PENTRU COPII",523,"VATRA MOLDOVIŢEI",150980,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:01:06",626,606,3,0,17,382,365,0,0,17,370,12,700,318,250,96,9,11,4
35,SUCEAVA,"CENTRUL CULTURAL BUCOVINA",6,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:36:43",1548,1537,1,10,0,638,628,0,10,0,615,22,1700,1062,243,219,22,101,30
35,SUCEAVA,"CENTRUL CULTURAL- CASA DE CULTURĂ",156,"ORAŞ GURA HUMORULUI",146584,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:09:57",1977,1961,2,12,2,823,809,0,12,2,787,36,1978,1155,399,244,44,75,25
35,SUCEAVA,"CENTRUL CULTURAL EDUCAȚIONAL",428,"POIANA STAMPEI",149851,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:56:49",250,238,0,5,7,158,146,0,5,7,155,3,250,92,7,131,8,7,2
35,SUCEAVA,"CENTRUL CULTURAL FLORIN PIERSIC CORLATA",220,BERCHIŞEŞTI,151576,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:57:05",407,396,0,2,9,259,248,0,2,9,245,14,448,189,72,158,9,3,3
35,SUCEAVA,"CENTRUL CULTURAL ”MIHAI TELIMAN”",182,"ORAŞ SIRET",146655,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:03:14",1280,1243,1,6,30,638,603,0,6,29,613,25,1432,794,308,233,27,31,14
35,SUCEAVA,"CENTRUL PENTRU SUSŢINEREA TRADIŢIILOR BUCOVINENE",14,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:46:54",1311,1304,1,6,0,539,533,0,6,0,514,25,1400,861,203,183,33,74,21
35,SUCEAVA,"CENTRUL ŞCOLAR PENTRU EDUCAŢIE INCLUZIVĂ SUCEAVA, CORP A",52,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:27:01",1804,1797,0,7,0,707,700,0,7,0,685,22,2000,1293,240,259,58,95,33
35,SUCEAVA,"CENTRUL ŞCOLAR PENTRU EDUCAŢIE INCLUZIVĂ SUCEAVA- CORP B",53,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:38:35",1660,1654,0,6,0,611,605,0,6,0,590,21,1800,119,219,247,37,66,21
35,SUCEAVA,"CENTRUL SOCIAL DE PRIMIRE, ASISTARE ȘI ÎNGRIJIRE A PERSOANELOR VÂRSTNICE",123,"MUNICIPIUL VATRA DORNEI",146744,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:16:11",506,499,1,6,0,300,294,0,6,0,290,10,600,300,145,104,17,16,8
35,SUCEAVA,"CENTRUL SOCIAL DE ZI PENTRU PERSOANE VÂRSTNICE, SAT BOBEICA",374,"IZVOARELE SUCEVEI",149183,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:31:15",343,327,0,7,9,219,203,0,7,9,210,5,368,153,101,86,6,17,0
35,SUCEAVA,"CENTRU RECREATIV, CARTIER PĂDURENI",188,"ORAŞ SIRET",146655,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:53:43",446,435,0,10,1,222,211,0,10,1,217,5,500,278,131,66,12,5,3
35,SUCEAVA,"CLĂDIREA ”DOM POLSKI” VICŞANI",411,MUŞENIŢA,149584,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:23:06",182,170,1,5,6,116,104,1,5,6,112,4,200,84,77,23,6,5,1
35,SUCEAVA,"CLĂDIRE CU DESTINAȚIE ADMINISTRATIVĂ ȘI SOCIAL CULTURALĂ",400,MOARA,149414,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:53:50",204,197,0,6,1,118,111,0,6,1,112,6,255,137,56,37,7,11,1
35,SUCEAVA,"CLUBUL COPIILOR ŞI ELEVILOR",71,"MUNICIPIUL CÂMPULUNG MOLDOVENESC",146502,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:52:37",1385,1379,2,4,0,530,526,0,4,0,492,38,1500,970,267,113,23,72,17
35,SUCEAVA,"CLUBUL COPIILOR ŞI ELEVILOR – SATUL DE VACANŢĂ",73,"MUNICIPIUL CÂMPULUNG MOLDOVENESC",146502,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:47:54",1638,1631,0,7,0,289,282,0,7,0,273,16,1800,1511,148,74,8,36,7
35,SUCEAVA,"CLUBUL FERMIERILOR MESTECANIS STR FERMIERILOR NR 14 SAT MESTECANIS COMUNA IACOBENI JUDETUL SUCEAVA",363,IACOBENI,149138,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:28:03",266,259,0,2,5,185,178,0,2,5,177,8,290,105,47,113,7,6,4
35,SUCEAVA,"COLEGIUL” ALEXANDRU CEL BUN” CORPUL A",161,"ORAŞ GURA HUMORULUI",146584,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:48:34",1751,1746,0,4,1,744,739,0,4,1,720,24,1926,1182,339,276,35,40,30
35,SUCEAVA,"COLEGIUL ”ALEXANDRU CEL BUN” CORPUL B",158,"ORAŞ GURA HUMORULUI",146584,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 17:54:30",1953,1932,7,8,6,932,918,0,8,6,893,24,2158,1241,463,282,45,78,25
35,SUCEAVA,"COLEGIUL ANDRONIC MOTRESCU",115,"MUNICIPIUL RĂDĂUŢI",146628,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:03:26",1609,1601,1,7,0,748,741,0,7,0,721,19,1595,855,369,244,48,40,20
35,SUCEAVA,"COLEGIUL DE ARTĂ „CIPRIAN PORUMBESCU” SALA A",9,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:49:39",1237,1228,1,8,0,310,302,0,8,0,301,9,1400,1090,128,91,13,51,18
35,SUCEAVA,"COLEGIUL DE ARTĂ „CIPRIAN PORUMBESCU” SALA B",10,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:23:53",1226,1219,0,7,0,534,527,0,7,0,514,20,1300,766,217,178,25,72,22
35,SUCEAVA,"COLEGIUL ECONOMIC ” DIMITRIE CANTEMIR”",13,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:26:29",1063,1051,3,7,2,497,488,0,7,2,476,21,1200,703,165,166,22,100,23
35,SUCEAVA,"COLEGIUL EUDOXIU HURMUZACHI",106,"MUNICIPIUL RĂDĂUŢI",146628,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:51:48",1943,1878,2,36,27,798,736,0,36,26,736,36,2000,1225,364,272,40,47,13
35,SUCEAVA,"COLEGIUL EUDOXIU HURMUZACHI",105,"MUNICIPIUL RĂDĂUŢI",146628,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:51:03",1798,1780,2,11,5,724,708,0,11,5,695,29,2000,1276,311,270,43,56,15
35,SUCEAVA,"COLEGIUL LATCU VODA",183,"ORAŞ SIRET",146655,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:30:58",1388,1379,0,7,2,652,643,0,7,2,626,26,1500,848,321,224,45,24,12
35,SUCEAVA,"COLEGIUL LAȚCU VODĂ ȘCOALA PROFESIONALĂ",185,"ORAŞ SIRET",146655,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:32:10",721,710,0,10,1,287,276,0,10,1,274,13,800,513,138,105,20,8,3
35,SUCEAVA,"COLEGIUL NAŢIONAL DE INFORMATICĂ ”SPIRU HARET”, SALA A",17,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:34:58",1071,1044,0,6,21,489,462,0,6,21,469,20,1400,911,157,172,24,86,30
35,SUCEAVA,"COLEGIUL NAŢIONAL DE INFORMATICĂ ” SPIRU HARET”, SALA B",18,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:46:26",950,917,0,23,10,479,446,0,23,10,457,14,1000,529,181,170,16,71,19
35,SUCEAVA,"COLEGIUL NAŢIONAL ”DRAGOŞ VODĂ”",70,"MUNICIPIUL CÂMPULUNG MOLDOVENESC",146502,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:10:50",1096,1085,0,9,2,437,426,0,9,2,416,21,1200,763,197,110,32,66,11
35,SUCEAVA,"COLEGIUL NAŢIONAL ”MIHAI EMINESCU”",28,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:55:00",1635,1620,3,11,1,809,797,0,11,1,790,19,1800,991,287,321,29,127,26
35,SUCEAVA,"COLEGIUL NAŢIONAL ”MIHAI EMINESCU”",29,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:36:20",1782,1774,3,5,0,708,703,0,5,0,673,30,1900,1197,269,244,30,102,28
35,SUCEAVA,"COLEGIUL NAŢIONAL ”MIHAI EMINESCU”",27,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:56:53",1741,1733,0,7,1,316,308,0,7,1,300,16,1900,1584,120,88,43,29,20
35,SUCEAVA,"COLEGIUL NAȚIONAL ”MIHAI EMINESCU”",30,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:38:25",1473,1462,2,9,0,611,602,0,9,0,599,12,1600,989,236,229,25,96,13
35,SUCEAVA,"COLEGIUL NAŢIONAL ”NICU GANE”",82,"MUNICIPIUL FĂLTICENI",146539,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:14:00",1451,1435,5,8,3,657,646,0,8,3,642,15,1600,943,154,338,38,91,21
35,SUCEAVA,"COLEGIUL NAŢIONAL ”NICU GANE”",83,"MUNICIPIUL FĂLTICENI",146539,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:15:27",1497,1489,0,6,2,679,671,0,6,2,655,24,1600,921,130,398,30,72,25
35,SUCEAVA,"COLEGIUL NAŢIONAL ”PETRU RAREŞ” SALA A",2,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:20:46",1536,1498,13,25,0,738,713,0,25,0,708,30,1600,862,295,257,28,104,24
35,SUCEAVA,"COLEGIUL NAŢIONAL ”PETRU RAREŞ” SALA B",3,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:39:39",1518,1507,4,7,0,613,606,0,7,0,605,8,1600,987,219,250,23,91,22
35,SUCEAVA,"COLEGIUL NAŢIONAL ”ŞTEFAN CEL MARE”",4,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:54:48",1604,1586,2,16,0,695,678,1,16,0,672,13,1700,1015,328,189,34,86,35
35,SUCEAVA,"COLEGIUL NAȚIONAL ”ȘTEFAN CEL MARE”",5,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:13:25",821,814,0,7,0,280,273,0,7,0,267,13,900,620,111,92,15,42,7
35,SUCEAVA,"COLEGIUL SILVIC ”BUCOVINA” (CORP A)",74,"MUNICIPIUL CÂMPULUNG MOLDOVENESC",146502,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:25:16",1453,1450,2,1,0,576,575,0,1,0,557,19,1600,1024,305,130,15,94,13
35,SUCEAVA,"COLEGIUL SILVIC ”BUCOVINA” (CORP B)",75,"MUNICIPIUL CÂMPULUNG MOLDOVENESC",146502,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:13:13",1384,1379,1,4,0,572,568,0,4,0,551,21,1500,928,299,144,26,71,11
35,SUCEAVA,"COLEGIUL SILVIC ”BUCOVINA” (CORP C)",76,"MUNICIPIUL CÂMPULUNG MOLDOVENESC",146502,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:29:40",1439,1433,2,3,1,646,642,0,3,1,616,30,1600,954,319,176,27,82,12
35,SUCEAVA,"COLEGIUL TEHNIC",104,"MUNICIPIUL RĂDĂUŢI",146628,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:02:59",1875,1852,3,14,6,744,724,0,14,6,719,25,2000,1256,339,284,39,39,18
35,SUCEAVA,"COLEGIUL TEHNIC ”A.I.CUZA” SALA A, CALEA UNIRII, NR.49",48,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:54:08",1747,1742,2,3,0,643,640,0,3,0,623,20,2000,1357,241,216,45,97,24
35,SUCEAVA,"COLEGIUL TEHNIC ”A.I.CUZA” SALA B, CALEA UNIRII, NR.49",49,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:38:03",1450,1441,0,9,0,668,659,0,9,0,651,17,1600,932,242,266,34,82,27
35,SUCEAVA,"COLEGIUL TEHNIC ”AL. I. CUZA” SALA C",50,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:42:04",1188,1183,0,5,0,539,534,0,5,0,526,13,1300,761,210,203,23,71,19
35,SUCEAVA,"COLEGIUL TEHNIC DE INDUSTRIE ALIMENTARĂ, SALA A",31,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:43:04",1751,1725,14,11,1,773,761,0,11,1,746,27,1900,1127,284,302,30,108,22
35,SUCEAVA,"COLEGIUL TEHNIC DE INDUSTRIE ALIMENTARĂ, SALA B",32,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:31:08",1804,1790,0,11,3,774,760,0,11,3,751,23,2000,1226,283,286,45,110,27
35,SUCEAVA,"COLEGIUL TEHNIC ”MIHAI BĂCESCU”",80,"MUNICIPIUL FĂLTICENI",146539,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:00:05",1378,1363,5,4,6,668,658,0,4,6,647,21,1596,928,186,300,50,91,20
35,SUCEAVA,"COLEGIUL TEHNIC „PETRU MUŞAT”",33,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:18:46",1056,1048,0,8,0,293,285,0,8,0,266,19,1198,913,122,86,18,29,11
35,SUCEAVA,"COLEGIUL TEHNIC RĂDĂUȚI-CLĂDIRE ÎNVĂȚĂMÂNT LICEAL",108,"MUNICIPIUL RĂDĂUŢI",146628,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:29:12",1836,1826,4,5,1,698,692,0,5,1,678,20,1998,1300,290,246,68,46,28
35,SUCEAVA,"COLEGIUL TEHNIC RĂDĂUȚI-CLĂDIRE ÎNVĂȚĂMÂNT LICEAL",109,"MUNICIPIUL RĂDĂUŢI",146628,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:02:24",1773,1759,1,13,0,677,664,0,13,0,654,23,2000,1323,320,236,30,52,16
35,SUCEAVA,"COLEGIUL TEHNIC ”SAMUIL ISOPESCU”",8,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:37:04",1279,1196,0,62,21,671,609,0,41,21,588,0,1300,609,258,219,0,85,26
35,SUCEAVA,"COLEGIUL ”VASILE LOVINESCU”",95,"MUNICIPIUL FĂLTICENI",146539,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:00:25",1294,1285,3,3,3,536,530,0,3,3,515,21,1400,864,104,313,26,52,20
35,SUCEAVA,"COLEGIUL ”VASILE LOVINESCU”",97,"MUNICIPIUL FĂLTICENI",146539,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:05:12",1701,1678,4,7,12,848,828,1,7,12,820,28,1800,830,239,379,61,112,29
35,SUCEAVA,"COLEGIUL ”VASILE LOVINESCU”",96,"MUNICIPIUL FĂLTICENI",146539,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:26:39",1364,1362,0,1,1,599,597,0,1,1,569,30,1400,801,135,322,20,77,15
35,SUCEAVA,"COMPLEX CFR GARA MARE",128,"MUNICIPIUL VATRA DORNEI",146744,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:52:19",1083,1071,0,12,0,556,544,0,12,0,543,13,1200,644,233,222,34,33,21
35,SUCEAVA,"CONTAINER MOBIL",390,"MĂNĂSTIREA HUMORULUI",149370,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:06:03",335,328,0,4,3,185,178,0,4,3,174,11,408,223,102,30,3,34,5
35,SUCEAVA,"CONTAINER MOBIL",308,FÂNTÂNELE,148453,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:49:50",170,166,1,3,0,105,102,0,3,0,102,3,179,74,15,72,3,10,2
35,SUCEAVA,"CONTAINER MOBIL",397,MOARA,149414,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:43:50",225,217,0,8,0,112,104,0,8,0,108,4,400,288,52,43,4,8,1
35,SUCEAVA,"CONTAINER MOBIL AMPLASAT ÎN CURTEA ȘCOLII DELENI",425,"PÂRTEŞTII DE JOS",149780,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:54:50",576,561,0,11,4,310,295,0,11,4,287,23,650,340,117,109,12,21,28
35,SUCEAVA,"CORPUL A LICEUL TEHNOLOGIC IORGU VÂRNAV LITEANU LITENI",167,"ORAŞ LITENI",149227,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:14:49",984,976,0,6,2,446,438,0,6,2,433,13,1082,636,279,77,27,42,8
35,SUCEAVA,"CORPUL III LICEUL TEHNOLOGIC IORGU VÂRNAV LITEANU LITENI",166,"ORAŞ LITENI",149227,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:26:39",1318,1304,0,9,5,637,623,0,9,5,618,19,1445,808,397,130,31,47,13
35,SUCEAVA,"CRESA HIPODROM",111,"MUNICIPIUL RĂDĂUŢI",146628,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:03:11",1778,1766,0,12,0,676,664,0,12,0,668,8,2000,1324,271,293,51,37,16
35,SUCEAVA,"DIRECŢIA SILVICĂ SUCEAVA",16,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:12:00",1046,1009,3,21,13,477,443,0,21,13,456,21,1300,823,199,152,24,60,21
35,SUCEAVA,"GALERIILE DE ARTA",102,"MUNICIPIUL RĂDĂUŢI",146628,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:08:12",1709,1697,1,11,0,719,708,0,11,0,690,29,2000,1281,295,288,41,48,18
35,SUCEAVA,"GARA BURDUJENI",44,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:22:55",1657,1649,1,7,0,250,243,0,7,0,236,14,2200,1950,89,84,27,24,12
35,SUCEAVA,"GARA BURDUJENI",45,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:08:58",1929,1919,2,8,0,632,624,0,8,0,600,32,2100,1468,233,208,40,85,34
35,SUCEAVA,"GRĂDINIȚA CU PROGRAM NORMAL BĂDEUȚI",175,"ORAŞ MILIŞĂUŢI",146931,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:32:06",1269,1262,0,4,3,614,607,0,4,3,578,36,1400,786,81,283,22,179,13
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL BĂRĂŞTI",228,BOROAIA,147072,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:59:48",861,855,0,3,3,423,417,0,3,3,400,23,1000,577,41,300,25,33,1
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL BROŞTENI",295,DRĂGUŞENI,148382,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:44:58",268,267,0,0,1,132,131,0,0,1,129,3,300,168,28,85,10,3,3
35,SUCEAVA,"GRĂDINIȚA CU PROGRAM NORMAL BUNEȘTI",243,BUNEŞTI,147465,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:02:45",582,579,0,3,0,359,356,0,3,0,346,13,630,271,184,140,9,7,6
35,SUCEAVA,"GRADINITA CU PROGRAM NORMAL CAJVANA",140,"ORAŞ CAJVANA",147633,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:54:35",1538,1534,0,0,4,630,626,0,0,4,601,29,1955,1325,62,508,11,13,7
35,SUCEAVA,"GRĂDINIȚA CU PROGRAM NORMAL CU 3 GRUPE NR.1 FÂNTÂNELE",305,FÂNTÂNELE,148453,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:54:53",922,911,6,5,0,457,450,2,5,0,440,17,1000,543,158,208,19,35,20
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL DEMACUŞA",405,MOLDOVIŢA,149539,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:44:42",800,797,0,3,0,544,541,0,3,0,514,30,878,334,99,335,22,50,8
35,SUCEAVA,"GRADINITA CU PROGRAM NORMAL FALCAU",242,BRODINA,147241,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:56:21",1112,1106,0,3,3,588,582,0,3,3,556,26,1200,618,187,243,58,48,20
35,SUCEAVA,"GRĂDINIȚA CU PROGRAM NORMAL IPOTEȘTI",369,IPOTEŞTI,146281,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:37:04",1956,1928,6,22,0,1013,991,0,22,0,959,54,2088,1075,373,361,59,137,29
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL ”LUMEA COPIILOR”",198,"ORAŞ VICOVU DE SUS",151095,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:18:37",1329,1328,0,0,1,594,593,0,0,1,578,16,1500,906,364,167,25,18,4
35,SUCEAVA,"GRĂDINIȚA CU PROGRAM NORMAL NEGRILEASA",473,STULPICANI,150356,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:02:31",810,804,0,6,0,438,432,0,6,0,416,22,890,452,338,73,4,1,0
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 1",392,"MITOCU DRAGOMIRNEI",146325,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:06:20",1901,1891,1,5,4,1134,1125,0,5,4,1015,110,2081,956,307,472,69,135,32
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 12 ”ŢĂNDĂRICĂ”",54,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:21:02",1648,1642,3,3,0,709,706,0,3,0,689,20,1800,1091,254,273,50,90,22
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR.1 CAPU CÂMPULUI",255,"CAPU CÂMPULUI",151503,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:16:19",1998,1898,0,18,82,1379,1279,0,18,82,1360,19,2096,717,1131,173,29,17,10
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR.1 DĂRMĂNEŞTI",278,DĂRMĂNEŞTI,147937,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:51:23",1011,991,0,10,10,565,545,0,10,10,544,21,1111,546,331,140,36,31,6
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 1-EST",193,"ORAŞ VICOVU DE SUS",151095,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:10:01",1379,1375,0,0,4,563,559,0,0,4,553,10,1500,937,410,118,15,7,3
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR 2 COSTIŞA",324,"FRĂTĂUŢII NOI",148667,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:19:20",494,487,0,7,0,219,212,0,7,0,203,16,550,315,121,63,7,9,3
35,SUCEAVA,"GRADINITA CU PROGRAM NORMAL NR.5",125,"MUNICIPIUL VATRA DORNEI",146744,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:07:46",1068,1056,1,11,0,575,564,0,11,0,552,23,1200,623,239,227,25,43,18
35,SUCEAVA,"GRADINIŢA CU PROGRAM NORMAL NR. 5",23,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:35:10",1641,1635,0,6,0,681,675,0,6,0,662,19,1800,1119,264,244,33,89,32
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR.7",63,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:33:08",1320,1313,0,7,0,567,560,0,7,0,562,5,1519,952,174,196,52,114,26
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR.8",64,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:37:11",1699,1691,0,8,0,668,660,0,8,0,640,20,1800,1140,285,192,31,109,23
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 9 ”NOROCEL” SALA A",41,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:09:56",1947,1931,0,16,0,548,532,0,16,0,532,12,2100,1551,220,177,43,70,22
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR.9 ”NOROCEL” SALA B",42,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:24:21",1968,1956,1,11,0,840,829,0,11,0,823,17,2100,1260,323,274,71,121,34
35,SUCEAVA,"GRADINITA CU PROGRAM NORMAL ”PINOCHIO”",157,"ORAŞ GURA HUMORULUI",146584,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:26:24",1557,1553,1,0,3,642,638,1,0,3,620,22,1711,1069,293,196,52,59,20
