precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BĂLTEANU IOAN-VLAD-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","POPA GEORGEL-PARTIDUL NAȚIONAL LIBERAL-voturi","VOINEA MĂDĂLINA-PETRONELA-PARTIDUL SOCIAL DEMOCRAT-voturi","AVASILCĂI DANIEL-PARTIDUL MIȘCAREA POPULARĂ-voturi"
24,IAŞI,"ŞCOALA GIMNAZIALĂ MOŞNA",571,MOŞNA,98202,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:47:32",1260,1260,0,0,0,141,141,0,0,0,133,8,1400,1259,6,113,3,11
24,IAŞI,"ȘCOALA GIMNAZIALĂ MOȘNA",575,MOŞNA,98202,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:40:49",1410,1407,0,1,2,54,51,0,1,2,50,4,1600,1546,0,46,1,3
24,IAŞI,"ȘCOALA GIMNAZIALĂ MOȘNA",573,MOŞNA,98202,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:27:22",1204,1201,0,0,3,246,243,0,0,3,235,11,1300,1054,2,195,24,14
24,IAŞI,"ȘCOALA GIMNAZIALĂ MOȘNA",574,MOŞNA,98202,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:19:31",1132,1131,0,1,0,2,1,0,1,0,2,0,1300,1298,0,2,0,0
24,IAŞI,"ȘCOALA GIMNAZIALĂ MOȘNA",572,MOŞNA,98202,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:24:05",1217,1212,0,1,4,333,328,0,1,4,315,18,1300,967,10,247,45,13
