precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DUMITRU DANIELA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ŞTEFĂNESCU COSTIN-IONUŢ-PARTIDUL SOCIAL DEMOCRAT-voturi","GIUREA FLORIN-DORIN-PARTIDUL NAȚIONAL LIBERAL-voturi","IONIŢĂ AURELIAN-FORȚA DREPTEI-voturi"
17,DOLJ,"CĂMIN CULTURAL",465,ROBĂNEŞTI,73923,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:00:28",508,478,0,21,9,368,338,0,21,9,343,25,591,223,5,243,31,64
17,DOLJ,"ŞCOALA GOLFIN",466,ROBĂNEŞTI,73923,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:06:23",477,442,1,28,6,368,334,0,28,6,360,8,500,132,0,230,96,34
17,DOLJ,"ŞCOALA LĂCRIŢA MARE",467,ROBĂNEŞTI,73923,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:45:31",505,478,0,22,5,402,375,0,22,5,390,12,500,98,8,263,93,26
17,DOLJ,"ŞCOALA ROBĂNEŞTII DE SUS",468,ROBĂNEŞTI,73923,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:07:37",518,496,3,18,1,366,347,0,18,1,356,10,500,134,8,293,38,17
