precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
39,VASLUI,"CENTRU DE ACTIVITĂȚI SOCIALE",356,IVĂNEŞTI,164393,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:36:43",396,378,1,4,13,187,170,0,4,13,177,10,430,243,29,8,134,1,5
39,VASLUI,"GRADINITA CU PROGRAM NORMAL SAT.URSOAIA",355,IVĂNEŞTI,164393,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:12:55",359,349,1,4,5,152,142,1,4,5,146,6,400,248,17,21,87,9,12
39,VASLUI,"GRĂDINIȚA CU PROGRAM NORMAL SAT URSOAIA",354,IVĂNEŞTI,164393,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:24:12",364,356,0,3,5,191,183,0,3,5,185,6,400,209,26,11,116,28,4
39,VASLUI,"ŞCOALA BROŞTENI",351,IVĂNEŞTI,164393,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:50:02",461,438,0,5,18,222,199,0,5,18,204,18,500,278,36,13,136,9,10
39,VASLUI,"ŞCOALA COŞEȘTI",353,IVĂNEŞTI,164393,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:19:26",245,241,0,4,0,94,90,0,4,0,89,5,278,184,15,9,51,10,4
39,VASLUI,"ŞCOALA COȘEȘTI",352,IVĂNEŞTI,164393,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:07:54",264,247,0,6,11,92,75,0,6,11,89,3,285,193,16,22,40,9,2
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”IONEL MIRON” IVĂNEȘTI",350,IVĂNEŞTI,164393,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:27:07",922,911,0,1,10,402,391,0,1,10,377,25,1000,598,37,48,239,33,20
39,VASLUI,"ŞCOALA VALEA OANEI",357,IVĂNEŞTI,164393,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:56:30",208,200,0,0,8,91,83,0,0,8,88,3,230,139,17,7,54,4,6
