precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SCORŢAR MIRCEA-PARTIDUL SOCIAL DEMOCRAT-voturi","TUDOR CONSTANTIN-DANIEL-PARTIDUL NAȚIONAL LIBERAL-voturi"
40,VÂLCEA,"CĂMINUL CULTURAL UŞUREI",404,ŞUŞANI,173793,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:37:28",434,404,0,21,9,261,231,0,21,9,251,10,460,199,77,174
40,VÂLCEA,"ŞCOALA RÎMEŞTI",402,ŞUŞANI,173793,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:14:08",818,764,1,41,12,525,472,0,41,12,513,12,860,335,34,479
40,VÂLCEA,"ŞCOALA STOICULEŞTI",403,ŞUŞANI,173793,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:22:23",257,242,0,6,9,177,162,0,6,9,173,4,272,95,41,132
40,VÂLCEA,"ŞCOALA ŞUŞANII DE JOS",401,ŞUŞANI,173793,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:30:19",439,402,0,23,14,295,258,0,23,14,291,4,460,165,44,247
40,VÂLCEA,"ŞCOALA ŞUŞANII DE SUS",400,ŞUŞANI,173793,2,PART,PRCNCT,P,P_SV,"2024-06-12 15:34:13",488,460,0,15,13,303,275,0,15,13,282,21,520,217,50,232
