precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"NOJE ALEXANDRU-VASILE-UNIUNEA SALVAȚI ROMÂNIA-voturi","BĂLAJ DANIEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","HORINCAR MONICA-PERSIDA-PARTIDUL NAȚIONAL LIBERAL-voturi","MITRE DORIN-FLAVIU-PARTIDUL SOCIAL DEMOCRAT-voturi"
26,MARAMUREŞ,"CĂMINUL CULTURAL",247,BICAZ,107234,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:40:00",239,214,0,12,13,174,149,0,12,13,170,4,250,76,11,10,43,106
26,MARAMUREŞ,"CĂMINUL CULTURAL",245,BICAZ,107234,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:56:15",439,396,0,26,17,316,273,0,26,17,304,12,443,127,26,114,72,92
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV",246,BICAZ,107234,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:14:40",153,133,0,11,9,128,108,0,11,9,117,2,150,31,1,6,59,51
