precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ŢUŢUNEL CORNEL-UNIUNEA SALVAȚI ROMÂNIA-voturi","GOGHEZU CONSTANTIN-VALERIU-PARTIDUL SOCIAL DEMOCRAT-voturi","IORDACHE GEORGE-SORIN-PARTIDUL NAȚIONAL LIBERAL-voturi","IONIŢOIU ROBERT-EMILIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
17,DOLJ,"ȘCOALA BĂRBOI",378,GRECEŞTI,72819,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:32:49",337,270,0,58,9,234,167,0,58,9,225,9,340,105,0,151,56,18
17,DOLJ,"ȘCOALA BUSU",379,GRECEŞTI,72819,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:50:07",565,476,0,51,38,457,368,0,51,38,437,20,550,93,5,308,54,70
17,DOLJ,"ȘCOALA GRECEȘTI",377,GRECEŞTI,72819,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:57:45",231,198,0,20,13,197,164,0,20,13,184,13,222,25,12,118,46,8
17,DOLJ,"ȘCOALA GROPANELE",380,GRECEŞTI,72819,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:24:56",221,214,0,2,5,152,145,0,2,5,145,7,250,98,4,114,13,14
