precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SCARLAT NICOLAE-PARTIDUL NAȚIONAL LIBERAL-voturi","BICOI CĂTĂLIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MUNTEANU VALENTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","POPA VIOREL-PARTIDUL MIȘCAREA POPULARĂ-voturi"
38,TULCEA,"CĂMIN CULTURAL",115,DOROBANŢU,160323,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:00:12",341,325,0,9,7,162,146,0,9,7,153,9,361,199,4,64,72,13
38,TULCEA,"SCOALA GIMNAZIALA DOROBANTU",114,DOROBANŢU,160323,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:58:12",664,616,0,12,36,361,313,0,12,36,352,9,679,318,14,56,235,47
38,TULCEA,"ȘCOALA MEȘTERU",116,DOROBANŢU,160323,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:43:10",66,58,0,5,3,66,58,0,5,3,64,2,100,34,0,21,43,0
