precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MIRON NICOLAE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","POSTOLACHE GABRIEL-PARTIDUL NAȚIONAL LIBERAL-voturi","TROFIN IOANA-RALUCA-PARTIDUL SOCIAL DEMOCRAT-voturi","STAN NICUŞOR-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORNAL SÎRBI",317,ŢIFEŞTI,178180,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:40:13",594,587,0,3,4,300,293,0,3,4,292,8,650,350,10,198,43,41
41,VRANCEA,"ȘCOALA CU CLASELE I-IV OLEȘEȘTI",316,ŢIFEŞTI,178180,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:34:35",706,697,0,8,1,396,387,0,8,1,386,10,771,375,21,238,36,91
41,VRANCEA,"ȘCOALA GIMNAZIALĂ BĂTINEȘTI",314,ŢIFEŞTI,178180,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:28:19",1341,1325,1,12,3,732,717,0,12,3,696,36,1464,732,20,393,31,252
41,VRANCEA,"ȘCOALA GIMNAZIALĂ CLIPICEȘTI",315,ŢIFEŞTI,178180,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:41:36",678,667,2,9,0,308,299,0,9,0,293,15,737,429,19,143,32,99
41,VRANCEA,"ȘCOALA GIMNAZIALĂ ȚIFEȘTI",313,ŢIFEŞTI,178180,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:14:54",836,827,0,9,0,475,466,0,9,0,455,20,914,439,15,295,33,112
