precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BALAN ŞTEFAN-PARTIDUL NAȚIONAL LIBERAL-voturi","TIFAN ŞTEFAN-PARTIDUL SOCIAL DEMOCRAT-voturi","PANŢÎRU SORIN-MIHAI-UNIUNEA SALVAȚI ROMÂNIA-voturi"
4,BACĂU,"SCOALA CU CLASELE I-IV BUDA",272,BERZUNŢI,21418,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:43:13",435,429,0,6,0,216,210,0,6,0,206,10,500,284,8,72,126
4,BACĂU,"SCOALA CU CLASELE I-IV NR. 1 DRAGOMIR",273,BERZUNŢI,21418,1,PROV,PRCNCT,P,P_SV,"2024-06-10 09:19:16",937,926,0,5,6,519,508,0,5,6,499,20,1000,475,25,173,301
4,BACĂU,"ŞCOALA CU CLASELE I-IV NR. 2 BERZUNŢI",271,BERZUNŢI,21418,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:12:38",661,653,0,6,2,373,365,0,6,2,343,30,700,327,11,140,192
4,BACĂU,"ŞCOALA CU CLASELE I-VIII ALEXANDRU CEL BUN BERZUNŢI",270,BERZUNŢI,21418,1,PROV,PRCNCT,P,P_SV,"2024-06-10 13:05:50",1366,1357,0,7,2,787,778,0,7,2,760,22,1500,707,16,394,350
4,BACĂU,"ŞCOALA CU CLASELE I-VIII NR.2 DRAGOMIR",274,BERZUNŢI,21418,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:11:29",752,741,0,11,0,217,206,0,11,0,182,35,800,583,16,43,123
