precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi"
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ LĂUNELE DE JOS",212,DĂNICEI,169404,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:24:31",352,322,0,25,5,276,246,0,25,5,271,5,370,94,162,9,87,13
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ UDREŞTI",213,DĂNICEI,169404,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:25:32",756,749,0,6,1,499,492,0,6,1,478,21,830,331,215,43,154,66
40,VÂLCEA,"ȘCOALA PRIMARĂ CERETU",210,DĂNICEI,169404,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:06:45",297,287,0,8,2,221,211,0,8,2,213,8,318,97,130,9,67,7
40,VÂLCEA,"ŞCOALA PRIMARĂ DEALU SCHEIULUI",211,DĂNICEI,169404,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:07:36",161,146,0,13,2,161,146,0,13,2,152,9,220,59,78,5,53,16
