precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"RAICU IULIAN-DUMITRU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ŞULEAP VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi","ANECHITEI FLORINA-VERONICA-PARTIDUL NAȚIONAL LIBERAL-voturi"
35,SUCEAVA,"ŞCOALA CU CLASELE I-IV BOTOŞANIŢA MICĂ",338,GRĂMEŞTI,148916,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:55:57",199,189,0,8,2,138,128,0,8,2,131,7,239,101,4,50,77
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ ” PAHOMIE C. VASILIU”",336,GRĂMEŞTI,148916,1,PART,PRCNCT,P,P_SV,"2024-06-10 15:08:33",1613,1577,2,2,32,871,836,1,2,32,849,22,1750,879,104,230,515
35,SUCEAVA,"ŞCOALA PRIMARĂ BĂLINEŞTI",337,GRĂMEŞTI,148916,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:35:00",590,571,0,5,14,294,275,0,5,14,289,5,650,356,13,200,76
