precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi"
4,BACĂU,"CENTRU DE SOCIALIZARE PENTRU PERSOANE VÂRSNICE DIN SAT CONȚEȘTI",555,SASCUT,25068,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:36:18",422,408,0,9,5,238,224,0,9,5,223,15,500,262,4,9,94,98,14,4
4,BACĂU,"LICEUL JACQUES MENACHEN ELIAS SASCUT",553,SASCUT,25068,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:05:52",1131,1119,0,9,3,517,505,0,9,3,498,19,1200,683,12,27,158,259,33,9
4,BACĂU,"LICEUL JACQUES MENACHEN ELIAS SASCUT",552,SASCUT,25068,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:16:01",1491,1478,1,10,2,641,629,0,10,2,606,29,1500,865,11,47,197,295,39,17
4,BACĂU,"SCOALA CU CLASELE I-VIII NR 1 PANCESTI",557,SASCUT,25068,1,PART,PRCNCT,CL,CL_SV,"2024-06-11 00:02:34",1249,1241,0,4,4,577,569,0,4,4,544,33,1400,823,9,23,266,217,14,15
4,BACĂU,"SCOALA CU CLASELE I-VIII NR 1 PANCESTI",556,SASCUT,25068,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:05:05",849,831,1,11,6,429,412,0,11,6,407,22,900,471,8,16,173,190,6,14
4,BACĂU,"SCOALA CU CLASELE I-VIII SATUL SASCUT-SAT",558,SASCUT,25068,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:20:19",801,789,0,0,12,405,393,0,0,12,384,21,900,495,25,13,137,195,11,3
4,BACĂU,"SCOALA CU CLASELE I-VIII SATUL SASCUT-SAT",559,SASCUT,25068,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:13:52",810,800,0,0,10,430,420,0,0,10,408,22,900,470,6,3,147,225,21,6
4,BACĂU,"SCOALA GENERALA CU CLASELE I-IV BERESTI",554,SASCUT,25068,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:40:52",1113,1098,1,7,7,615,601,0,7,7,593,22,1200,585,1,78,209,289,13,3
