precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA ELECTORALĂ PSD-PUSL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ROMÂNIA - ECHITATE, COMUNITATE, ONESTITATE-voturi","PARTIDUL NAȚIONAL DE CENTRU-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL MIŞCAREA NOI, PLOIEŞTENII-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi"
31,PRAHOVA,"S.C. ”ELECTRICA” S.A.",18,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:37:53",1081,1065,6,10,0,428,418,0,10,0,413,12,1200,775,88,48,57,83,18,2,10,32,15,57,3
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”ANDREI MUREȘANU”",149,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:51:43",1296,1283,6,7,0,526,519,0,7,0,500,26,1400,874,105,64,82,85,20,3,3,36,17,82,3
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”ANDREI MUREȘANU”",150,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:07:34",1255,1246,2,7,0,514,507,0,7,0,484,29,1400,887,96,56,87,93,16,6,8,27,18,70,7
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ANDREI MUREŞANU” (ŞCOALA GIMNAZIALĂ ”ANDREI MUREŞEANU)",138,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:49:41",1210,1202,3,4,1,455,450,0,4,1,424,31,1300,845,90,48,73,65,15,3,4,25,19,71,11
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ANDREI MUREŞANU” (ŞCOALA GIMNAZIALĂ ”ANDREI MUREŞEANU)",139,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:19:39",891,885,1,4,1,344,339,0,4,1,327,17,1000,656,57,27,86,73,18,1,0,15,15,33,2
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ANDREI MUREŞANU” (ŞCOALA GIMNAZIALĂ ”ANDREI MUREŞEANU”)",137,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:56:05",1413,1407,3,3,0,606,603,0,3,0,580,26,1600,994,92,55,112,119,27,7,9,45,22,85,7
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ANTON PANN”",36,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:38:15",1215,1209,0,6,0,423,417,0,6,0,398,25,1300,877,83,82,80,34,11,3,6,15,24,55,5
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ANTON PANN”",38,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:00:04",734,731,0,3,0,227,224,0,3,0,207,20,800,573,58,52,28,13,4,1,2,7,8,33,1
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ANTON PANN”",37,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:35:00",1346,1341,2,3,0,486,483,0,3,0,422,62,1400,916,94,66,92,39,13,5,9,18,17,62,7
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”ANTON PANN”",39,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:25:42",1465,1458,1,6,0,536,530,0,6,0,496,40,1600,1064,115,100,90,55,13,4,5,22,22,62,8
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”CANDIANO POPESCU”",7,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:37:03",1213,1201,3,9,0,528,519,0,9,0,508,20,1300,772,103,52,121,96,15,2,6,37,15,53,8
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”CANDIANO POPESCU”",8,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:18:48",1147,1123,1,6,17,363,340,0,6,17,340,23,1200,837,72,64,63,47,14,2,3,25,14,35,1
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”CANDIANO POPESCU” PLOIEȘTI",35,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 21:33:57",1576,1562,0,13,1,629,615,0,13,1,608,21,1723,1094,118,109,108,89,22,6,8,30,33,78,7
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ELENA DOAMNA”",5,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:15:34",1242,1231,5,6,0,574,568,0,6,0,553,21,1300,726,100,57,103,124,16,10,9,40,16,70,8
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ELENA DOAMNA”",6,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:50:33",1181,1164,13,4,0,552,548,0,4,0,527,25,1300,748,95,56,118,86,17,4,8,42,17,77,7
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”FLORIN COMIŞEL”",22,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:28:39",1382,1368,1,13,0,558,545,0,13,0,528,29,1400,843,93,72,94,99,18,2,18,27,24,78,3
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”FLORIN COMIȘEL”",21,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:27:20",1447,1437,3,7,0,532,525,0,7,0,513,19,1600,1068,81,72,115,66,19,8,25,22,35,68,2
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”GEORGE COŞBUC”",56,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:10:24",1214,1206,0,7,1,507,499,0,7,1,475,32,1300,793,80,48,132,79,18,9,7,33,12,51,6
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”GEORGE COŞBUC”",57,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:40:26",1285,1274,3,8,0,495,486,1,8,0,467,28,1400,905,65,48,96,86,14,3,9,49,24,63,10
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”GEORGE EMIL PALADE”",85,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-11 12:27:33",1233,1219,0,13,1,481,467,0,13,1,464,17,1300,819,82,71,82,42,21,7,7,42,22,80,8
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”GEORGE EMIL PALADE”",87,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:33:24",1134,1129,0,5,0,469,464,0,5,0,440,24,1200,712,77,48,96,77,11,6,6,32,28,58,1
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”GEORGE EMIL PALADE”",86,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:19:56",1247,1240,1,6,0,467,461,0,6,0,445,22,1300,833,77,59,92,58,10,4,10,27,20,82,6
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”GEORGE EMIL PALADE”",84,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:03:17",1193,1186,0,7,0,487,480,0,7,0,475,12,1300,813,65,45,136,67,4,17,7,31,23,72,8
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”GRIGORE MOISIL”",144,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CL,CL_SV,"2024-06-11 16:09:40",1045,1040,1,4,0,388,384,0,4,0,372,16,1096,708,54,46,74,56,13,3,2,20,28,70,6
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”GRIGORE MOISIL”",143,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:02:58",998,989,2,7,0,368,361,0,7,0,353,15,1100,732,64,38,90,45,14,4,6,17,19,51,5
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”HENRI MATHIAS BERTHELOT”",142,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:22:12",1481,1440,36,5,0,633,627,1,5,0,613,20,1600,967,107,73,104,131,15,2,10,46,26,94,5
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”HENRI MATHIAS BERTHELOT”",140,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:31:06",789,781,0,8,0,323,315,0,8,0,309,14,900,577,65,28,43,65,14,0,4,20,14,51,5
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”HENRI MATHIAS BERTHELOT”",141,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:41:56",1072,1064,3,5,0,475,470,0,5,0,446,24,1200,730,80,47,92,92,9,5,6,35,24,52,4
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”I. A. BASSARABESCU” (ŞCOALA GIMNAZIALĂ I. A. BASARABESCU)",80,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:24:49",1718,1714,0,3,1,829,826,0,2,1,792,37,1900,1071,146,74,145,153,48,7,10,68,23,114,4
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”I. A. BASSARABESCU” (ŞCOALA GIMNAZIALĂ I. A. BASARABESCU)",78,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:20:08",1503,1495,4,4,0,632,628,0,4,0,605,27,1600,968,99,72,128,106,33,6,7,39,25,83,7
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”I. A. BASSARABESCU” (ŞCOALA GIMNAZIALĂ I. A. BASARABESCU)",79,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:56:34",1832,1820,2,10,0,827,817,0,10,0,780,47,1900,1073,134,100,163,120,0,3,12,73,34,103,38
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”I. A. BASSARABESCU” (ŞCOALA GIMNAZIALĂ I. A. BASARABESCU)",81,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:15:43",1408,1381,4,6,17,602,579,0,6,17,571,31,1500,890,89,76,143,76,21,3,9,43,25,80,6
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”IENĂCHIŢĂ VĂCĂRESCU”",112,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:47:45",1366,1365,0,1,0,587,586,0,1,0,559,28,1498,911,84,45,109,117,21,6,6,58,31,74,8
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”IENĂCHIŢĂ VĂCĂRESCU”",114,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:05:19",1200,1192,0,8,0,563,555,0,8,0,531,32,1300,737,113,61,105,85,20,3,8,36,22,69,9
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”IENĂCHIŢĂ VĂCĂRESCU”",113,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:49:12",1322,1314,0,8,0,592,584,0,8,0,573,18,1400,809,77,69,149,102,21,2,16,33,26,69,9
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”IENĂCHIȚĂ VĂCĂRESCU”",111,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:11:26",1037,1030,0,7,0,427,420,0,7,0,410,17,1200,773,79,46,81,79,18,3,4,20,18,58,4
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”IENĂCHŢĂ VĂCĂRESCU”",115,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:58:42",873,866,1,6,0,382,376,0,6,0,360,22,900,518,59,47,73,64,19,1,5,25,19,46,2
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”IOAN GRIGORESCU”",47,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:31:54",1195,1187,0,8,0,496,488,0,8,0,463,25,1200,704,82,85,80,54,24,5,8,25,27,59,14
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”IOAN GRIGORESCU”",49,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:08:36",1183,1176,0,7,0,493,486,0,7,0,465,28,1300,806,84,58,103,63,22,5,12,28,25,58,7
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”IOAN GRIGORESCU”",48,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:15:11",1037,1034,0,3,0,381,378,0,3,0,357,24,1100,719,63,56,68,48,9,0,2,16,17,47,31
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",135,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:37:04",1090,1081,0,6,3,464,455,0,6,3,434,21,1200,745,81,52,89,69,19,0,7,32,18,55,12
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",133,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:41:46",1184,1174,6,4,0,516,512,0,4,0,504,12,1300,784,86,53,138,90,13,3,6,31,15,66,3
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",132,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:50:22",1336,1327,0,9,0,499,490,0,9,0,478,21,1500,995,71,70,107,69,16,3,7,38,24,66,7
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",134,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:51:45",1146,1136,1,3,6,470,461,0,3,6,450,20,1200,730,55,44,102,89,19,2,2,46,21,58,12
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",136,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:45:35",1246,1236,3,7,0,537,529,1,7,0,503,34,1400,863,84,52,83,83,20,4,9,49,20,97,2
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU”",64,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:26:28",1184,1181,1,2,0,514,512,0,2,0,484,30,1300,786,78,55,111,71,17,4,9,44,28,64,3
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU”",65,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:13:39",1257,1250,1,6,0,509,503,0,6,0,484,25,1300,791,83,71,109,83,15,5,4,36,22,54,2
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU”",127,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:29:38",973,964,0,9,0,398,389,0,9,0,374,24,1100,702,60,48,110,40,5,2,9,27,20,51,2
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU”",126,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:34:46",1381,1376,1,4,0,501,497,0,4,0,478,23,1500,999,79,51,137,57,17,7,10,20,27,68,5
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU”",125,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 11:31:01",1337,1330,0,6,1,518,511,0,6,1,494,24,1500,976,79,78,109,62,18,3,11,28,21,79,6
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU”",124,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:06:39",1334,1326,1,7,0,488,481,0,7,0,464,24,1500,1003,92,59,111,54,18,3,19,34,20,49,5
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",96,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:57:34",1259,1245,7,7,0,437,430,0,7,0,417,20,1400,963,59,50,92,57,23,4,7,48,27,43,7
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",97,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:57:00",1155,1147,0,8,0,464,456,0,8,0,452,12,1300,836,75,35,116,79,20,2,4,28,18,67,8
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",98,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 13:15:05",1216,1211,0,5,0,428,423,0,5,0,406,22,1300,872,58,57,97,40,18,3,11,36,20,62,4
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”NICOLAE TITULESCU”",23,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:14:43",1234,1226,1,7,0,544,537,0,7,0,509,35,1400,856,110,57,97,92,13,5,8,30,18,70,9
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”NICOLAE TITULESCU”",24,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:23:44",1316,1308,1,7,0,611,604,0,7,0,573,38,1400,789,127,55,109,110,25,7,8,36,24,66,6
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ NR. 13 (FOSTA ŞCOALĂ GIMNAZIALĂ ”DIMITRIE BOLINTINEANU”)",31,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:50:33",966,957,0,8,1,405,396,0,8,1,394,11,1100,694,84,47,80,51,15,7,6,32,16,48,8
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ NR. 13 (FOSTA ŞCOALĂ GIMNAZIALĂ ”DIMITRIE BOLINTINEANU”)",30,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:38:28",1083,1078,0,5,0,460,455,0,5,0,439,21,1200,740,77,59,97,62,18,0,5,30,19,66,6
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ PROFESOR ”NICOLAE SIMACHE”",123,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:25:15",1170,1164,0,6,0,481,475,0,6,0,454,27,1300,819,84,47,114,71,22,4,13,29,22,44,4
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ PROFESOR ”NICOLAE SIMACHE”",121,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:30:42",1054,1047,0,7,0,463,456,0,7,0,446,0,1100,637,69,59,123,58,15,12,10,28,22,46,4
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ PROFESOR ”NICOLAE SIMACHE”",122,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:37:21",1334,1326,2,6,0,515,509,0,6,0,483,32,1400,885,86,71,123,59,20,3,8,25,19,59,10
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”RADU STANIAN”",67,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:57:19",996,985,3,8,0,434,426,0,8,0,414,20,1100,666,82,54,98,58,10,3,5,35,6,58,5
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”RAREŞ VODĂ”",50,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 17:35:36",948,937,2,9,0,453,443,1,9,0,439,14,1000,547,90,55,84,76,8,6,2,39,18,53,8
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”SFÂNTUL VASILE”",26,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:19:12",1360,1343,0,17,0,623,606,0,17,0,593,30,1400,777,104,58,108,143,11,4,3,45,24,88,5
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”SFÂNTUL VASILE”",28,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:46:35",1206,1198,2,6,0,527,521,0,6,0,501,26,1300,773,87,61,82,105,15,5,3,35,24,81,3
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”SFÂNTUL VASILE”",29,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:33:33",1209,1199,2,7,1,553,545,0,7,1,532,21,1300,747,91,67,97,112,22,2,11,20,24,76,10
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”SFÂNTUL VASILE”",27,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:20:19",1278,1254,15,8,1,563,554,0,8,1,536,27,1400,837,85,63,109,133,12,4,1,36,30,58,5
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ SPECIALĂ NR. 1",59,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:48:04",786,778,1,7,0,283,276,0,7,0,265,18,900,617,58,56,54,22,9,0,5,23,7,27,4
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ SPECIALĂ NR. 1",58,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:27:19",1124,1117,2,5,0,430,425,0,5,0,398,29,1200,773,104,74,57,32,11,15,0,28,18,59,0
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”TOMA CARAGIU”",94,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:37:18",835,826,1,8,0,351,343,0,8,0,329,22,894,543,39,57,64,51,12,1,9,32,20,38,6
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”TOMA CARAGIU”",95,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:39:48",1204,1200,0,4,0,471,467,0,4,0,459,12,1300,829,70,51,104,63,13,6,4,48,26,69,5
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”TOMA CARAGIU”",93,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:57:30",1049,1045,0,4,0,389,385,0,4,0,377,12,1184,795,54,38,95,58,9,3,5,31,12,65,7
31,PRAHOVA,"ŞCOALA NR. 19",66,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:17:41",1301,1293,0,8,0,643,635,0,8,0,534,101,1400,765,297,72,40,24,11,2,15,13,14,43,3
31,PRAHOVA,"ŞCOALA PRIMARĂ NR. 22 (FOSTA ŞCOALĂ GIMNAZIALĂ ”MITICĂ APOSTOL”)",156,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-11 10:32:58",1418,1413,0,5,0,495,490,0,5,0,485,10,1600,1105,70,92,72,48,25,5,9,23,23,109,9
31,PRAHOVA,"S.C. TRANSPORT CĂLĂTORI EXPRESS S.A.",32,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:05:58",1569,1562,2,5,0,644,639,0,5,0,595,49,1700,1056,206,107,165,25,12,5,12,12,16,27,8
31,PRAHOVA,"S.C. TRANSPORT CĂLĂTORI EXPRESS S.A.",34,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:41:35",989,985,2,2,0,415,413,0,2,0,389,26,1100,685,92,61,85,67,16,1,3,10,8,40,6
31,PRAHOVA,"S.C. TRANSPORT CĂLĂTORI EXPRESS S.A.",33,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:36:43",1054,1043,1,10,0,457,447,0,10,0,433,24,1200,743,90,51,93,72,17,2,7,30,21,49,1
31,PRAHOVA,"SISTEMUL DE GOSPODĂRIRE A APELOR PRAHOVA",109,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:29:09",1007,993,5,9,0,479,470,0,9,0,461,18,1100,621,85,36,100,105,15,6,11,33,14,52,4
31,PRAHOVA,"TEATRUL ”TOMA CARAGIU” PLOIEȘTI",17,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:20:50",812,802,2,8,0,368,360,0,8,0,346,22,900,532,65,34,69,76,20,7,5,21,11,37,1
