precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BAN IOAN-BOGDAN-PARTIDUL NAȚIONAL LIBERAL-voturi","CARJA COSMIN-IOAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PILAN MARCEL-PARTIDUL SOCIAL DEMOCRAT-voturi","A ANIŢEI NICOLAE-MIHAIL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","CIUMEDEAN GHEORGHE-MARIUS-PARTIDUL S.O.S. ROMÂNIA-voturi"
2,ARAD,"GRĂDINIŢA CU PROGRAM PRELUNGIT „GRĂDINIŢA VESELIEI”",125,"ORAŞ CURTICI",9495,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:37:15",1345,1337,2,4,2,559,553,0,4,2,547,12,1485,926,328,47,53,95,24
2,ARAD,"LICEUL TEHNOLOGIC „ION CREANGĂ”",121,"ORAŞ CURTICI",9495,1,PART,PRCNCT,P,P_SV,"2024-06-10 12:40:16",1382,1379,1,1,1,604,602,0,1,1,583,20,1510,906,334,48,55,102,44
2,ARAD,"LICEUL TEHNOLOGIC „ION CREANGĂ”",122,"ORAŞ CURTICI",9495,2,PART,PRCNCT,P,P_SV,"2024-06-10 15:19:03",1436,1427,2,4,3,534,527,0,4,3,508,26,1580,1046,324,44,39,84,17
2,ARAD,"LICEUL TEHNOLOGIC „ION CREANGĂ”",124,"ORAŞ CURTICI",9495,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:21:55",1349,1347,0,2,0,513,511,0,2,0,489,24,1490,977,333,27,35,65,29
2,ARAD,"LICEUL TEHNOLOGIC „ION CREANGĂ”",123,"ORAŞ CURTICI",9495,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:37:36",1572,1569,1,0,2,514,512,0,0,2,478,36,1730,1216,263,48,39,114,14
