precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STROIA IOAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","STĂNULEŢ CHIRION-PARTIDUL NAȚIONAL LIBERAL-voturi","FELDEOIU EUGEN-PARTIDUL SOCIAL DEMOCRAT-voturi","STĂNULEŢ TRANDAFIR-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","STĂNULEŢ SIMION-PARTIDUL S.O.S. ROMÂNIA-voturi"
34,SIBIU,"CĂMINUL CULTURAL SĂSĂUŞ",263,CHIRPĂR,144456,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:41:45",112,105,1,5,1,65,59,0,5,1,62,3,110,45,9,15,22,14,2
34,SIBIU,"CĂMINUL CULTURAL VĂRD",264,CHIRPĂR,144456,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:21:02",289,288,0,1,0,164,163,0,1,0,164,0,320,156,18,67,68,6,5
34,SIBIU,"ŞCOALA GIMNAZIALĂ CHIRPĂR",262,CHIRPĂR,144456,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:49:25",999,983,0,15,1,415,399,0,15,1,404,11,1080,665,53,131,131,64,25
34,SIBIU,"ŞCOALA PRIMARĂ VESEUD",265,CHIRPĂR,144456,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:20:58",155,150,3,2,0,71,69,0,2,0,67,4,164,93,3,19,29,13,3
