precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
22,HUNEDOARA,"CĂMIN CULTURAL MERIA",394,"LUNCA CERNII DE JOS",90119,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:59:06",191,191,0,0,0,159,159,0,0,0,155,4,210,51,3,102,50
22,HUNEDOARA,"CĂMIN CULTURAL NEGOIU",395,"LUNCA CERNII DE JOS",90119,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:02:34",155,143,7,5,0,103,98,0,5,0,101,2,160,57,17,82,2
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ LUNCA CERNII DE JOS",393,"LUNCA CERNII DE JOS",90119,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:15:19",347,336,2,9,0,251,242,0,9,0,242,9,364,113,59,171,12
