precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi"
3,ARGEŞ,"CĂMIN CULTURAL BEREVOEŞTI-PĂMÎNTENI",231,BEREVOEŞTI,14405,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 14:56:55",1632,1627,0,3,2,1094,1089,0,3,2,1052,42,1850,756,519,383,67,19,64
3,ARGEŞ,"ŞCOALA BRATIA",232,BEREVOEŞTI,14405,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:02:10",126,117,0,9,0,101,92,0,9,0,96,5,150,49,51,27,9,1,8
3,ARGEŞ,"ŞCOALA GĂMĂCEŞTI",233,BEREVOEŞTI,14405,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:02:05",895,889,0,6,0,649,643,0,6,0,522,121,912,269,204,51,23,228,16
