precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
18,GALAŢI,"GRADINITA COPII",433,VÂNĂTORI,75150,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:38:20",1794,1767,9,18,0,902,883,1,18,0,881,21,1924,1022,57,141,461,58,164
18,GALAŢI,"SCOALA GIMNAZIALA MARIA GRECU ODAIA MANOLACHE",434,VÂNĂTORI,75150,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:41:45",1714,1708,1,4,1,876,871,0,4,1,857,19,1852,976,42,85,623,10,97
18,GALAŢI,"SCOALA SFINTUL NICOLAE",431,VÂNĂTORI,75150,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:21:09",1353,1344,2,6,1,719,712,0,6,1,712,7,1492,773,39,96,484,19,74
18,GALAŢI,"SCOALA SFINTUL NICOLAE",432,VÂNĂTORI,75150,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:50:12",1287,1277,1,9,0,725,716,0,9,0,702,23,1424,699,38,81,495,19,69
