precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","BLOCUL SUVERANIST ROMÂN-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ROMÂNIA PUTERNICĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL DEMOCRAȚIEI ȘI SOLIDARITAȚII-DEMOS-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi"
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”HERĂSTRĂU”",52,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:51:48",1427,1338,79,10,0,716,706,0,10,0,696,20,1560,844,66,240,40,3,267,7,31,25,2,15
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”HERĂSTRĂU”",49,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-11 16:04:05",1669,1630,30,9,0,875,866,0,9,0,831,18,1830,955,83,270,57,2,354,12,22,23,2,6
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”HERĂSTRĂU”",44,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:48:57",1293,1287,1,5,0,673,667,1,5,0,517,20,1440,765,0,221,0,1,248,5,0,24,0,18
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”HERĂSTRĂU”",48,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:17:52",911,886,18,7,0,445,438,0,7,0,435,10,1000,555,47,159,31,1,155,2,16,14,2,8
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”HERĂSTRĂU”",50,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 09:38:54",1310,1289,5,16,0,692,676,0,16,0,666,26,1430,738,84,228,32,3,262,9,16,23,1,8
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”HERĂSTRĂU”",45,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 09:53:13",1485,1481,1,2,1,719,715,1,2,1,702,17,1710,991,64,270,32,10,258,3,29,15,0,21
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”HERĂSTRĂU”",43,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 10:28:50",1348,1335,0,13,0,761,748,0,13,0,752,8,1480,720,57,265,56,2,293,8,34,21,1,15
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”NICOLAE GRIGORESCU”",26,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-12 05:45:33",2067,2057,0,10,0,937,927,0,10,0,909,18,2293,1366,113,308,60,3,348,13,33,16,3,12
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”NICOLAE GRIGORESCU”",27,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-12 09:54:40",1966,1940,12,14,0,981,967,0,14,0,954,19,2170,1189,102,352,48,1,349,17,48,20,2,15
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”NICOLAE TITULESCU”",93,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:23:57",1330,1299,18,12,1,650,636,1,12,1,642,8,1450,800,70,209,47,2,256,5,21,18,0,14
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”NICOLAE TITULESCU”",91,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 10:29:41",1200,1176,13,10,1,556,544,1,10,1,543,13,1320,764,73,178,44,0,186,6,32,7,3,14
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”NICOLAE TITULESCU”",92,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:25:32",940,913,14,13,0,438,425,0,13,0,423,15,1020,582,35,149,30,1,161,5,24,9,5,4
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”NICOLAE TITULESCU”",94,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:03:11",1178,1157,9,11,1,565,553,0,11,1,544,21,1290,725,58,213,24,3,214,3,14,8,1,6
44,"Sector 1","ȘCOALA GIMNAZIALĂ ”NICOLAE TITULESCU”",95,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:17:26",1405,1353,32,20,0,727,707,0,20,0,659,68,1520,793,0,227,62,5,321,6,8,17,5,8
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.13",11,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:39:39",973,965,2,6,0,412,406,0,6,0,392,20,1060,648,54,168,14,2,82,11,38,15,2,6
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.13",10,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 15:05:24",1781,1738,8,5,30,864,829,1,5,29,831,24,1930,1066,103,271,58,7,257,29,73,16,4,13
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.13",9,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 11:47:07",1087,1083,0,4,0,511,507,0,4,0,486,15,1190,677,76,199,15,1,110,11,40,22,2,10
44,"Sector 1","ȘCOALA GIMNAZIALĂ NR.13",8,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:55:50",1082,1073,5,4,0,580,575,1,4,0,558,22,1182,602,51,204,32,1,204,6,40,11,1,8
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.153",152,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:38:52",1458,1454,0,4,0,476,472,0,4,0,437,39,1620,1144,114,149,12,4,64,15,57,10,6,6
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.162",139,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:12:46",1239,1233,1,5,0,505,500,0,5,0,485,20,1370,865,81,201,19,4,104,3,46,15,0,12
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.162",140,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 10:53:52",1559,1550,3,6,0,634,628,0,6,0,615,18,1710,1077,99,261,21,7,104,8,75,28,3,9
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.178",21,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 10:23:53",1267,1230,26,11,0,662,651,0,11,0,638,23,1410,749,83,235,32,5,213,4,31,21,4,10
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.178",22,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 12:08:38",1020,992,14,12,2,521,507,0,12,2,494,27,1110,589,46,217,20,1,154,5,24,12,2,13
44,"Sector 1","ȘCOALA GIMNAZIALĂ NR.178",20,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:24:54",1289,1279,1,7,2,651,641,1,7,2,624,21,1400,715,88,230,23,6,211,11,24,19,2,10
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.179",13,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 16:29:02",2027,1981,12,7,27,1070,1034,2,7,27,1014,27,2220,1147,115,328,49,8,404,18,46,18,6,22
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.179",14,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:21:41",1009,993,4,12,0,496,483,1,12,0,481,15,1130,634,43,158,28,1,202,3,21,9,7,9
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.179",15,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 12:50:37",1843,1831,3,9,0,938,929,0,9,0,913,22,2020,1085,98,285,60,6,351,9,52,26,2,24
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.179",12,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 10:07:58",1398,1387,6,5,0,632,627,0,5,0,441,16,1530,896,75,234,29,2,15,7,36,28,0,15
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.181",158,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:42:21",1181,1149,26,6,0,634,602,26,6,0,576,31,1310,703,113,241,20,4,123,9,30,21,4,11
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.181",161,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-11 23:19:52",1018,1010,1,7,0,465,458,0,7,0,457,8,1120,655,55,203,24,3,118,2,22,14,1,15
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.181",160,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:54:20",1484,1463,10,11,0,741,730,0,11,0,723,18,1630,883,82,263,41,2,230,17,47,22,2,17
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.181",159,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 13:24:44",1357,1351,0,5,1,587,581,0,5,1,559,28,1510,923,83,274,16,2,116,6,27,20,2,13
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.183",150,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 09:05:29",1904,1863,30,11,0,930,919,0,11,0,912,18,2070,1140,123,305,54,8,322,12,42,22,1,23
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.183",145,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 11:36:15",1389,1349,27,13,0,571,558,0,13,0,545,26,1540,969,90,245,18,4,108,7,36,21,4,12
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.183",147,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:22:20",1214,1192,12,10,0,504,493,1,10,0,489,15,1338,834,98,198,20,1,106,8,35,6,2,15
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.183",149,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 15:57:41",1228,1216,0,12,0,617,605,0,12,0,597,20,1367,750,84,177,46,2,229,9,23,17,4,6
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.183",148,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 12:05:09",1400,1377,21,2,0,566,564,0,2,0,541,25,1560,994,96,213,24,3,121,6,40,20,4,14
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.183",146,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:01:18",1314,1306,0,8,0,505,497,0,8,0,482,23,1460,955,80,196,19,3,99,11,40,18,6,10
44,"Sector 1","ȘCOALA GIMNAZIALĂ NR.183",151,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 12:34:34",1537,1499,29,8,1,690,681,0,8,1,665,25,1680,990,88,256,35,1,208,10,38,17,1,11
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.184",153,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:13:22",1919,1898,12,9,0,851,842,0,9,0,828,23,2104,1253,116,382,33,2,210,13,39,21,4,8
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.184",155,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 11:40:07",1276,1264,4,4,4,572,564,0,4,4,558,14,1410,838,80,234,19,4,143,5,37,20,3,13
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.184",156,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:25:29",1305,1296,0,9,0,547,538,0,9,0,525,18,1430,866,67,238,20,1,107,6,52,23,1,10
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.184",154,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 13:54:33",1775,1772,1,2,0,720,718,0,2,0,679,41,1950,1230,129,278,31,1,145,18,44,17,2,14
44,"Sector 1","ȘCOALA GIMNAZIALĂ NR.184",157,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 09:53:03",1627,1622,0,4,1,799,794,0,4,1,778,16,1790,988,107,288,39,3,242,6,52,21,2,18
44,"Sector 1","SCOALA GIMNAZIALĂ NR. 192",162,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 12:32:43",1688,1675,8,5,0,805,799,1,5,0,776,29,1890,1085,90,279,46,3,279,8,40,12,5,14
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.192",164,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 11:32:23",1407,1391,6,9,1,640,629,1,9,1,611,26,1560,922,73,232,36,3,208,12,23,17,1,6
44,"Sector 1","ȘCOALA GIMNAZIALĂ NR.192",163,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 14:08:39",1603,1585,7,10,1,796,785,0,10,1,776,20,1750,952,58,246,60,2,324,10,41,23,3,9
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.5",72,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:11:02",1223,1013,190,19,1,445,423,2,19,1,433,12,1350,905,48,131,37,2,167,3,19,16,4,6
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.5",73,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:14:20",701,627,63,11,0,278,267,0,11,0,269,9,738,460,24,97,22,0,91,2,12,15,1,5
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.6",31,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:24:25",987,966,18,0,3,539,535,1,0,3,516,23,1090,551,41,199,29,1,187,4,24,20,2,9
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.6",32,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 09:16:18",1115,1094,16,5,0,552,546,1,5,0,547,5,1238,686,61,194,33,1,187,6,31,17,2,15
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.7",38,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:36:17",1402,1383,3,16,0,745,729,0,16,0,728,17,1530,785,73,301,40,1,235,5,36,21,3,13
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.7",37,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:47:34",1419,1411,0,8,0,687,679,0,8,0,659,28,1568,881,55,273,32,5,240,6,24,15,3,6
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.7",36,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:17:54",1243,1215,21,7,0,615,608,0,7,0,595,20,1390,775,52,231,24,0,234,3,26,13,0,12
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”PETRE ISPIRESCU”",126,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:51:10",1439,1317,109,12,1,688,675,0,12,1,675,13,1600,912,85,242,46,2,241,16,21,10,1,11
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”PETRE ISPIRESCU”",125,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 10:53:57",1400,1354,32,12,2,720,706,0,12,2,701,19,1540,820,69,271,57,1,241,3,28,27,2,2
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”PETRE ISPIRESCU”",127,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:09:51",999,963,15,21,0,526,504,1,21,0,505,21,1090,563,51,214,23,3,168,4,22,14,4,2
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”PETRE ISPIRESCU”",128,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:57:32",1083,1066,8,8,1,530,521,0,8,1,512,18,1190,660,60,208,31,2,159,3,22,14,4,9
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”PETRE ISPIRESCU”",124,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 10:07:15",1333,1315,4,13,1,680,666,0,13,1,655,25,1450,770,67,229,45,4,256,3,32,16,3,0
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”PIA BRĂTIANU”",54,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-11 21:50:32",1322,1247,56,17,2,689,670,0,17,2,670,11,1430,749,43,254,29,4,281,7,24,13,2,13
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”PIA BRĂTIANU”",55,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 09:31:15",1263,1185,65,13,0,598,584,1,13,0,586,12,1380,782,42,207,51,1,239,4,20,11,1,10
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”SFINŢII VOIEVOZI”",114,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:02:09",1367,1349,0,18,0,576,558,0,18,0,555,21,1600,1024,70,193,43,2,173,2,30,23,4,15
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”SFINŢII VOIEVOZI”",113,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:31:15",955,923,24,7,1,386,378,0,7,1,372,14,1070,684,58,107,23,1,122,8,33,14,2,4
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”SFINŢII VOIEVOZI”",111,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:26:26",950,908,33,9,0,396,387,0,9,0,379,17,1040,644,40,177,21,3,95,5,18,8,1,11
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”SFINŢII VOIEVOZI”",115,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:46:45",933,906,0,17,10,398,381,0,7,10,388,10,1030,632,47,145,24,0,122,8,27,5,2,8
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”SFINŢII VOIEVOZI”",112,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:34:15",876,871,0,5,0,369,364,0,5,0,353,11,980,616,39,119,27,2,134,0,18,7,2,5
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”SF.NICOLAE”",129,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 09:40:46",1406,1386,12,8,0,656,647,1,8,0,638,18,1550,894,71,246,25,4,233,6,27,9,3,14
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”SF.NICOLAE”",130,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 10:31:06",1235,1215,10,10,0,539,529,0,10,0,522,17,1350,811,46,198,20,2,189,1,30,17,3,16
44,"Sector 1","ŞCOALA GIMNAZIALĂ SPECIALĂ NR.8",24,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 13:57:42",1886,1878,1,6,1,902,894,1,6,1,882,20,2110,1208,86,277,47,8,364,12,48,24,0,16
44,"Sector 1","ŞCOALA GIMNAZIALĂ SPECIALĂ NR.8",23,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 11:14:40",1572,1546,13,13,0,663,650,0,13,0,628,34,1710,1046,94,206,30,1,218,12,43,14,4,6
44,"Sector 1","ȘCOALA GIMNAZIALĂ SPECIALĂ NR.8",25,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 12:06:51",1968,1921,33,14,0,970,953,3,14,0,954,16,2160,1190,104,318,50,2,401,8,29,25,1,16
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”TITU MAIORESCU”",62,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:49:40",1414,1354,46,14,0,671,655,2,14,0,656,15,1540,869,83,242,24,3,247,2,28,14,2,11
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”TITU MAIORESCU”",63,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 10:04:26",1320,1281,27,10,2,601,588,1,10,2,586,14,1440,838,58,209,31,1,230,9,27,12,1,8
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”URUGUAY”",107,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:48:25",907,864,28,15,0,414,399,0,15,0,403,11,1000,586,42,122,30,3,159,7,18,10,7,5
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”URUGUAY”",108,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 10:54:16",1356,1328,12,15,1,669,653,0,15,1,650,19,1470,800,74,208,40,2,243,6,35,22,6,14
44,"Sector 1","ȘCOALA GIMNAZIALĂ ”URUGUAY”",106,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:17:27",1083,1077,0,4,2,395,389,0,4,2,378,17,1200,805,58,134,23,1,111,5,25,10,6,5
44,"Sector 1","ȘCOALA GIMNAZIALĂ ”URUGUAY”",105,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:05:46",983,962,13,8,0,363,355,0,8,0,354,8,1080,717,49,92,30,1,136,5,22,11,0,8
44,"Sector 1","UNIVERSITATEA DE ARHITECTURĂ ŞI URBANISM ION MINCU",71,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 09:27:56",1039,933,93,13,0,370,355,2,13,0,360,10,1150,780,51,125,21,1,123,6,16,10,3,4
44,"Sector 1","UNIVERSITATEA DE ARHITECTURĂ ŞI URBANISM ION MINCU",70,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 09:50:55",1358,846,506,6,0,336,329,1,6,0,325,11,1450,1114,38,112,23,2,126,4,8,7,0,5
44,"Sector 1","UNIVERSITATEA DE ŞTIINŢE AGRONOMICE ŞI MEDICINĂ VETERINARĂ BUCUREŞTI",34,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:16:26",847,793,45,6,3,373,364,0,6,3,364,8,920,548,42,126,20,0,139,1,8,15,4,9
44,"Sector 1","UNIVERSITATEA DE ȘTIINȚE AGRONOMICE ȘI MEDICINĂ VETERINARĂ BUCUREȘTI",33,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 09:57:33",1690,1605,56,22,7,835,804,2,22,7,822,12,1810,976,95,270,41,1,356,1,20,18,1,19
44,"Sector 1","UNIVERSITATEA NAŢIONALĂ DE MUZICĂ DIN BUCUREŞTI",82,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 13:56:26",874,830,31,13,0,399,384,2,13,0,393,6,950,551,46,122,28,1,152,2,18,15,2,7
44,"Sector 1","UNIVERSITATEA NAŢIONALĂ DE MUZICĂ DIN BUCUREŞTI",81,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:39:40",876,851,17,8,0,335,325,2,8,0,327,8,982,647,48,89,27,2,120,1,19,9,3,9
