precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GRECEA IONUŢ-PARTIDUL NAȚIONAL LIBERAL-voturi","RADU ANTONEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","VIŞAN ADRIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","GHEORGHE PAUL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
23,IALOMIŢA,"CĂMIN CULTURAL, SAT SINTEŞTI",114,BORĂNEŞTI,179784,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:26:07",318,311,0,7,0,227,220,0,7,0,224,3,347,120,89,5,62,68
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ",113,BORĂNEŞTI,179784,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:55:39",574,559,0,7,8,401,386,0,7,8,389,12,620,219,196,14,91,88
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ",112,BORĂNEŞTI,179784,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:48:41",970,955,0,8,7,655,640,0,8,7,628,27,1060,405,461,47,64,56
