precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"POENARU ALEXANDRU-MIHĂIŢĂ-PARTIDUL SOCIAL DEMOCRAT-voturi","NICULAE RAUL-GABRIEL-PARTIDUL NAȚIONAL LIBERAL-voturi"
25,ILFOV,"ŞCOALA COZIENI",226,GĂNEASA,103130,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:36:06",681,675,0,6,0,554,548,0,6,0,523,31,750,196,116,407
25,ILFOV,"ŞCOALA GĂNEASA",225,GĂNEASA,103130,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:05:38",867,823,0,44,0,606,562,0,44,0,590,16,900,294,215,375
25,ILFOV,"SCOALA GIMNAZIALA NR.3, ŞINDRILIŢA",229,GĂNEASA,103130,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:36:40",1168,1157,2,9,0,924,915,0,9,0,884,40,1273,349,440,444
25,ILFOV,"ŞCOALA MOARA DOMNEASCĂ",227,GĂNEASA,103130,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:54:51",578,559,1,18,0,429,411,0,18,0,416,13,600,171,134,282
25,ILFOV,"ŞCOALA PITEASCA",228,GĂNEASA,103130,1,PROV,PRCNCT,P,P_SV,"2024-06-11 00:16:51",1159,1141,2,16,0,894,878,0,16,0,854,40,1250,356,370,484
