precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SAS FLORIN-TRANDAFIR-PARTIDUL NAȚIONAL LIBERAL-voturi","DOMBI ATTILA-JÁNOS-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
33,SĂLAJ,"AFTER SCHOOL ȘĂRMĂȘAG",287,ŞĂRMĂŞAG,142881,3,PART,PRCNCT,P,P_SV,"2024-06-13 13:39:27",841,820,2,6,13,497,477,1,6,13,473,24,900,403,61,412
33,SĂLAJ,"CĂMINUL CULTURAL MOIAD",292,ŞĂRMĂŞAG,142881,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:58:53",172,169,0,3,0,98,95,0,3,0,98,0,200,102,65,33
33,SĂLAJ,"CENTRUL CULTURAL COMUNITAR ȘĂRMĂȘAG",286,ŞĂRMĂŞAG,142881,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:21:00",946,909,3,2,32,647,612,1,2,32,629,18,1040,393,80,549
33,SĂLAJ,"GRĂDINIȚA DE COPII NR.3 ȘĂRMĂȘAG",288,ŞĂRMĂŞAG,142881,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:24:13",893,872,0,3,18,547,526,0,3,18,535,12,951,404,62,473
33,SĂLAJ,"ȘCOALA GENERALĂ ”ADY ENDRE” LOMPIRT",291,ŞĂRMĂŞAG,142881,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:16:34",696,655,1,8,32,433,393,0,8,32,404,29,750,317,50,354
33,SĂLAJ,"ȘCOALA GENERALĂ NR.2 ȘĂRMĂȘAG",289,ŞĂRMĂŞAG,142881,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:14:57",1187,1179,2,3,3,467,460,1,3,3,440,27,1300,833,100,340
33,SĂLAJ,"ȘCOALA GENERALĂ ”SELYMES PETER” ILIȘUA",290,ŞĂRMĂŞAG,142881,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:48:40",555,512,1,2,40,349,307,0,2,40,330,19,640,291,35,295
