precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL PRO ROMÂNIA-voturi"
39,VASLUI,"CĂMINUL CULTURAL GÎRCENI",322,GÂRCENI,164062,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:11:38",687,642,0,6,39,340,295,0,6,39,322,18,660,320,36,222,10,29,25
39,VASLUI,"ŞCOALA GIMNAZIALĂ, RACOVA",324,GÂRCENI,164062,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:24:57",151,151,0,0,0,81,81,0,0,0,77,4,200,119,5,63,3,6,0
39,VASLUI,"ŞCOALA PRIMARĂ, DUMBRĂVENI",323,GÂRCENI,164062,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:37:31",172,167,0,5,0,81,76,0,5,0,75,6,200,119,15,52,3,2,3
39,VASLUI,"ŞCOALA PRIMARĂ, RACOVIŢA",325,GÂRCENI,164062,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:10:24",206,206,0,0,0,132,132,0,0,0,126,6,280,148,10,107,6,1,2
39,VASLUI,"ŞCOALA PRIMARĂ, SLOBOZIA",326,GÂRCENI,164062,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:20:22",364,364,0,0,0,217,217,0,0,0,205,12,370,153,8,186,4,6,1
39,VASLUI,"ŞCOALA PRIMARĂ, TROHAN",327,GÂRCENI,164062,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:47:08",187,184,0,3,0,90,87,0,3,0,89,1,177,87,2,70,11,5,1
