precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VÂLCOCIU TUDOREL-PARTIDUL SOCIAL DEMOCRAT-voturi","COLNICIANU IONEL-PARTIDUL NAȚIONAL LIBERAL-voturi"
41,VRANCEA,"AȘEZĂMÂNT CULTURAL",344,VINTILEASCA,178475,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:25:05",627,591,0,21,15,383,347,0,21,15,363,20,650,267,305,58
41,VRANCEA,"GRADINITA „VOINICELUL” NECULELE",347,VINTILEASCA,178475,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:21:36",381,360,0,14,7,226,205,0,14,7,216,10,399,173,182,34
41,VRANCEA,"SCOALA GIMNAZIALA „ PICTOR MIHAIL BALASESCU” BAHNELE",345,VINTILEASCA,178475,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:53:34",476,459,0,12,5,279,262,0,12,5,273,6,504,225,214,59
41,VRANCEA,"SCOALA ION CREANGA DUPA MAGURA",346,VINTILEASCA,178475,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:28:15",71,64,0,7,0,40,33,0,7,0,38,2,70,30,26,12
41,VRANCEA,"STAȚIE DE AȘTEPTARE MICROBUZ",348,VINTILEASCA,178475,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:14:43",66,55,0,9,2,41,30,0,9,2,40,1,60,19,30,10
