precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ILAŞ CLAUDIU-PARTIDUL SOCIAL DEMOCRAT-voturi","ROTUNDU CĂTĂLIN-GHEORGHE-PARTIDUL NAȚIONAL LIBERAL-voturi"
7,BOTOŞANI,"CĂMINUL CULTURAL HULUB",225,DÂNGENI,37057,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:36:15",451,419,0,6,26,278,246,0,6,26,273,5,500,222,196,77
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ NR.1 DÂNGENI",224,DÂNGENI,37057,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:59:15",790,760,0,3,27,361,331,0,3,27,350,10,800,440,280,70
7,BOTOŞANI,"SCOALA GIMNAZIALA NR.2 IACOBENI",226,DÂNGENI,37057,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:20:57",995,956,0,11,28,495,456,0,11,28,480,14,1070,576,445,35
7,BOTOŞANI,"SCOALA PRIMARA NR.2 STRAHOTIN",227,DÂNGENI,37057,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:54:40",455,439,0,7,9,235,219,0,7,9,224,11,530,295,184,40
