precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"JECALO PETRU-PARTIDUL NAȚIONAL LIBERAL-voturi","REBENCIUC VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi"
35,SUCEAVA,"PRIMĂRIA COM MOLDOVA SULIȚA",401,MOLDOVA-SULIŢA,149502,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:22:40",1017,990,0,0,27,590,563,0,0,27,565,25,1123,533,426,139
35,SUCEAVA,"ȘCOALA PRIMARĂ BENIA",402,MOLDOVA-SULIŢA,149502,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:19:33",515,501,0,7,7,302,288,0,7,7,294,8,560,258,237,57
