precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"FURDUI PETRU-NICOLAE-PARTIDUL SOCIAL DEMOCRAT-voturi","IOVANOVICI FLORIN-COSMIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","IEREMICI OLIVER-PARTIDUL NAȚIONAL LIBERAL-voturi","POPOVICI DENIS-RICHARD-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
11,CARAŞ-SEVERIN,"CENTRU DE INFORMARE TURISTICĂ",170,BERZASCA,51449,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:06:24",1167,1101,1,45,20,633,568,0,45,20,619,14,1209,576,443,8,86,82
11,CARAŞ-SEVERIN,"GRĂDINIȚA LIUBCOVA",172,BERZASCA,51449,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:11:04",853,819,3,18,13,490,459,0,18,13,450,9,903,444,192,38,202,18
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ BIGĂR",171,BERZASCA,51449,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:16:53",179,167,2,8,2,58,48,0,8,2,57,1,185,127,46,0,5,6
