precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","FORȚA DREPTEI-voturi"
18,GALAŢI,"CĂMIN CULTURAL UMBRĂREȘTI",218,"ORAŞ TÂRGU BUJOR",75472,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:18:06",907,878,0,11,18,510,481,0,11,18,467,14,965,484,210,239,18
18,GALAŢI,"GRĂDINIŢA MOSCU",217,"ORAŞ TÂRGU BUJOR",75472,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:32:47",1000,964,0,5,31,556,520,0,5,31,541,15,1060,504,197,312,32
18,GALAŢI,"GRADINIŢA NR.2 CĂSUŢA PITICILOR",214,"ORAŞ TÂRGU BUJOR",75472,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:46:33",1891,1874,0,8,9,323,306,0,8,9,306,17,2075,1752,83,207,16
18,GALAŢI,"GRADINIŢA NR.2 CĂSUŢA PITICILOR",213,"ORAŞ TÂRGU BUJOR",75472,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:29:22",1919,1902,0,4,13,403,386,0,4,13,380,23,2126,1723,157,195,28
18,GALAŢI,"LICEUL TEHNOLOGIC ” EREMIA GRIGORESCU”",216,"ORAŞ TÂRGU BUJOR",75472,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:30:47",979,960,0,7,12,559,540,0,7,12,534,19,1080,520,238,253,43
18,GALAŢI,"ŞCOALA GIMNAZIALĂ ”GRIGORE HAGIU”",215,"ORAŞ TÂRGU BUJOR",75472,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:21:15",1889,1872,0,5,12,625,608,0,5,12,601,23,2079,1454,224,327,50
