precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BÎRSILĂ DANIEL-ION-PARTIDUL SOCIAL DEMOCRAT-voturi","RĂDUŢĂ ROMEO-SILVIU-PARTIDUL NAȚIONAL LIBERAL-voturi"
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL BĂUȚARUL DE JOS",163,BĂUŢAR,51332,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:03:20",676,629,0,29,18,461,414,0,29,18,447,14,696,235,229,218
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL BUCOVA",165,BĂUŢAR,51332,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:04:46",754,722,0,15,17,504,472,0,15,17,497,7,793,289,70,427
11,CARAŞ-SEVERIN,"CASA CULTURALĂ BĂUŢARUL DE SUS",164,BĂUŢAR,51332,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:58:02",685,643,0,12,30,456,414,0,12,30,451,5,707,251,131,320
