precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PAVEL ADRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","BONCOI PETRE-IONEL-PARTIDUL SOCIAL DEMOCRAT-voturi"
3,ARGEŞ,"CĂMIN CULTURAL NĂMĂEŞTI",514,"VALEA MARE-PRAVĂŢ",13524,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:37:33",454,448,1,5,0,330,324,1,5,0,321,9,500,170,97,224
3,ARGEŞ,"CĂMIN CULTURAL VALEA MARE PRAVĂŢ",511,"VALEA MARE-PRAVĂŢ",13524,4,PART,PRCNCT,P,P_SV,"2024-06-10 05:53:00",1181,1164,2,7,8,790,775,0,7,8,777,10,1280,493,288,489
3,ARGEŞ,"CĂMINUL CULTURAL BILCEŞTI",512,"VALEA MARE-PRAVĂŢ",13524,3,PART,PRCNCT,P,P_SV,"2024-06-10 08:26:09",658,654,0,2,2,430,426,0,2,2,424,6,720,290,125,299
3,ARGEŞ,"ŞCOALA GURA PRAVĂŢ",513,"VALEA MARE-PRAVĂŢ",13524,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:18:44",1026,1016,0,9,1,829,819,0,9,1,778,41,1120,291,88,690
