precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-voturi"
22,HUNEDOARA,"ASOCIAȚIA COMPOSESORALĂ ”NOBIL” ZEICANI - MAGAZIN ZEICANI",455,SARMIZEGETUSA,91054,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:03:14",90,82,0,1,7,70,62,0,1,7,67,3,100,30,1,30,9,13,5,9
22,HUNEDOARA,"CAMINUL CULTURAL PAUCINESTI",454,SARMIZEGETUSA,91054,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:16:45",151,137,0,9,5,120,106,0,9,5,118,2,150,30,7,70,6,22,6,7
22,HUNEDOARA,"CAMINUL CULTURAL SARMIZEGETUSA",451,SARMIZEGETUSA,91054,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:50:18",425,399,0,5,21,358,332,0,5,21,352,5,499,142,39,98,28,143,19,25
22,HUNEDOARA,"SCOALA PRIMARA BREAZOVA",452,SARMIZEGETUSA,91054,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:58:10",146,142,0,3,1,118,114,0,3,1,118,0,140,22,14,38,2,9,29,26
22,HUNEDOARA,"SCOALA PRIMARA HOBITA-GRADISTE",453,SARMIZEGETUSA,91054,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:49:09",108,98,1,6,3,80,71,0,6,3,74,6,100,20,6,17,4,43,2,2
