precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL POLUL SUVERANIST-voturi","CRAUS IONEL-voturi"
24,IAŞI,"PRIMARIA COMUNEI TOMESTI",704,TOMEŞTI,95293,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:15:03",1383,1379,0,4,0,575,571,0,4,0,559,16,1500,925,50,221,89,91,32,32,44
24,IAŞI,"SEDIUL SC.D.D.PATRASCANU",708,TOMEŞTI,95293,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:55:56",1575,1574,1,0,0,633,633,0,0,0,616,17,1700,1067,69,355,54,78,12,12,36
24,IAŞI,"SEDIUL SC.D.D.PATRASCANU",707,TOMEŞTI,95293,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:05:05",1568,1563,2,2,1,652,649,0,2,1,630,22,1700,1048,74,311,71,69,13,8,84
24,IAŞI,"SEDIUL SC.D.D.PATRASCANU",705,TOMEŞTI,95293,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:38:23",1598,1595,0,3,0,680,677,0,3,0,664,16,1595,915,65,322,66,87,38,19,67
24,IAŞI,"SEDIUL SC.D.D.PATRASCANU",706,TOMEŞTI,95293,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:55:40",1421,1418,0,3,0,540,537,0,3,0,519,18,1600,1060,49,268,40,61,6,11,84
24,IAŞI,"SEDIUL SC.D.D.PATRASCANU",709,TOMEŞTI,95293,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:11:42",1234,1233,0,0,1,516,515,0,0,1,498,18,1400,884,52,268,51,66,12,8,41
24,IAŞI,"SEDIUL SCOALA GIMNAZIALA CHICEREA, SAT.CHICEREA, COM.TOMEŞTI",710,TOMEŞTI,95293,2,PART,PRCNCT,CL,CL_SV,"2024-06-12 15:52:20",1256,1251,3,2,0,523,521,0,2,0,510,13,1400,877,53,264,60,70,32,15,16
24,IAŞI,"SEDIUL SCOALA GIMNAZIALA GORUNI, SATUL GORUNI, COM.TOMEŞTI",711,TOMEŞTI,95293,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:46:10",1056,1047,1,6,2,453,445,0,6,2,431,22,1100,647,40,327,9,36,8,8,3
24,IAŞI,"SEDIUL SCOALA PRIMARA VLĂDICENI, SAT. VLĂDICENI, COM.TOMEŞTI",712,TOMEŞTI,95293,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:35:03",648,646,0,2,0,281,279,0,2,0,267,11,782,501,35,143,21,44,9,8,7
