precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DAVID ŞTEFAN-TRAIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CICEU FELICIAN-GHEORGHE-PARTIDUL NAȚIONAL LIBERAL-voturi","PANTE IONUŢ-COSMIN-PARTIDUL SOCIAL DEMOCRAT-voturi"
26,MARAMUREŞ,"ŞCOALA GENERALĂ",313,DUMBRĂVIŢA,108035,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:25:44",523,512,0,5,6,286,275,0,5,6,282,4,600,314,18,230,34
26,MARAMUREŞ,"ŞCOALA GENERALĂ",311,DUMBRĂVIŢA,108035,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:22:43",558,537,0,6,15,394,373,0,6,15,380,14,600,206,17,310,53
26,MARAMUREŞ,"ŞCOALA GENERALĂ",314,DUMBRĂVIŢA,108035,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:30:09",485,484,0,1,0,282,281,0,1,0,276,6,500,218,8,247,21
26,MARAMUREŞ,"ŞCOALA GENERALĂ",315,DUMBRĂVIŢA,108035,1,PROV,PRCNCT,P,P_SV,"2024-06-10 00:48:55",434,426,3,3,2,256,251,0,3,2,246,10,570,314,18,30,198
26,MARAMUREŞ,"ŞCOALA GENERALĂ",312,DUMBRĂVIŢA,108035,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:03:18",792,759,0,7,26,544,511,0,7,26,536,8,800,246,19,307,210
26,MARAMUREŞ,"ŞCOALA NOUĂ",310,DUMBRĂVIŢA,108035,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:48:30",927,902,2,0,23,614,591,0,0,23,604,10,1000,386,36,544,24
