precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"OLTEANU PETRU-PARTIDUL NAȚIONAL LIBERAL-voturi","TĂNASĂ CORNEL-UNIUNEA SALVAȚI ROMÂNIA-voturi","SION PETRICĂ-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","GHEOCA MARICEL-PARTIDUL SOCIAL DEMOCRAT-voturi"
18,GALAŢI,"ŞCOALA GIMNAZIALĂ ”NEGOIŢĂ DĂNĂILĂ”",329,IVEŞTI,76601,1,PART,PRCNCT,P,P_SV,"2024-06-10 13:21:16",1893,1865,1,7,20,809,782,0,7,20,786,23,2075,1266,26,38,46,676
18,GALAŢI,"ŞCOALA GIMNAZIALĂ NR.1 BUCEȘTI",330,IVEŞTI,76601,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:10:57",1728,1700,0,9,19,813,785,0,9,19,758,38,1857,1061,35,30,49,644
18,GALAŢI,"ŞCOALA GIMNAZIALĂ ”VICTOR ION POPA ” IVEŞTI (ŞCOALA GIMNAZIALA NR.3 IVEŞTI)",326,IVEŞTI,76601,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:19:31",1533,1505,0,13,15,974,946,0,13,15,855,119,1672,698,21,9,60,765
18,GALAŢI,"ŞCOALA NR.2 IVEŞTI",325,IVEŞTI,76601,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:35:05",739,713,2,7,17,364,340,0,7,17,356,8,785,421,10,1,14,331
18,GALAŢI,"ȘCOALA PROFESIONALĂ „HORTENSIA PAPADAT – BENGESCU”",328,IVEŞTI,76601,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:52:06",1088,1051,1,21,15,652,631,0,6,15,590,41,1194,548,21,8,24,537
18,GALAŢI,"ȘCOALA PROFESIONALĂ „HORTENSIA PAPADAT – BENGESCU”",327,IVEŞTI,76601,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:47:44",971,952,0,6,13,451,432,0,6,13,434,17,1065,614,17,9,31,377
