precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi"
4,BACĂU,"CENTRU EVENIMENTE POIENI",494,PARINCEA,24089,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:29:12",233,227,0,6,0,104,98,0,6,0,99,5,300,196,7,11,66,12,3
4,BACĂU,"LICEUL TEHNOLOGIC ”G.J.CANCICOV” PARINCEA",491,PARINCEA,24089,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:42:00",711,696,0,8,7,367,352,0,8,7,338,29,700,333,21,60,213,26,18
4,BACĂU,"ŞCOALA GIMNAZIALA VLADNIC",496,PARINCEA,24089,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:37:47",673,657,0,11,5,337,321,0,11,5,313,24,700,363,128,11,156,11,7
4,BACĂU,"ŞCOALA MILEŞTII DE JOS",492,PARINCEA,24089,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:24:57",117,113,0,3,1,117,113,0,3,1,106,11,200,83,1,24,72,9,0
4,BACĂU,"ŞCOALA NĂNEŞTI",493,PARINCEA,24089,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:10:39",569,556,0,11,2,321,308,0,11,2,307,14,600,279,22,25,244,12,4
4,BACĂU,"ŞCOALA VĂLENI",495,PARINCEA,24089,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:21:01",436,425,0,9,2,160,149,0,9,2,151,9,500,340,12,40,90,6,3
