precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"COMĂNICI COSTEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PANŢURU VIOREL-PARTIDUL SOCIAL DEMOCRAT-voturi","DOBRE AUREL-PARTIDUL NAȚIONAL LIBERAL-voturi","BACIU SEBASTIAN-PARTIDUL DEMOCRAȚIEI ȘI SOLIDARITAȚII-DEMOS-voturi","MUNTEANU MARIUS-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","AGHEANĂ MARIAN-PARTIDUL ROMÂNIA MARE-voturi","ANGHEL MIRCEA-PARTIDUL PRO ROMÂNIA-voturi"
10,BUZĂU,"GRADINITA CU PROGRAM NORMAL DEDULEŞTI",382,TOPLICENI,49769,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:16:44",756,729,1,16,10,474,447,1,16,10,457,17,790,316,16,335,25,14,5,39,23
10,BUZĂU,"GRADINITA CU PROGRAM NORMAL RĂDUCEŞTI",385,TOPLICENI,49769,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:49:30",401,389,0,11,1,229,217,0,11,1,219,10,430,201,14,117,63,5,15,2,3
10,BUZĂU,"ŞCOALA GIMNAZIALA BĂBENI ”ION ARISTOTEL”",381,TOPLICENI,49769,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:25:14",825,801,1,14,9,443,420,0,14,9,426,17,900,457,16,270,28,42,52,8,10
10,BUZĂU,"ŞCOALA GIMNAZIALA TOPLICENI",380,TOPLICENI,49769,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:32:44",1027,999,0,20,8,554,526,0,20,8,540,14,1100,546,12,277,106,79,24,11,31
10,BUZĂU,"SCOALA GURA-FAGETULUI",383,TOPLICENI,49769,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:53:18",150,145,0,5,0,101,96,0,5,0,98,3,160,59,9,71,3,3,9,0,3
10,BUZĂU,"ŞCOALA PRIMARA POŞTA",384,TOPLICENI,49769,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:50:06",429,412,0,14,3,244,227,0,14,3,237,7,444,200,7,148,34,27,8,1,12
