precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PETRACHE DANIEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ILIE VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi","CĂRBUNARU MIHAIL-VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi","LUNCĂ ALEXANDRU-CRISTINEL-IONUŢ-UNIUNEA SALVAȚI ROMÂNIA-voturi","RADU CORINA-PARTIDUL MIȘCAREA POPULARĂ-voturi","ION MARIUS-ADRIAN-FORȚA DREPTEI-voturi"
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ VĂRBILĂU",617,VĂRBILĂU,136134,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:25:34",1116,1096,0,10,10,656,636,0,10,10,630,26,1122,466,33,131,244,85,18,119
31,PRAHOVA,"ȘCOALA PRIMARĂ COȚOFENEȘTI",618,VĂRBILĂU,136134,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:57:58",703,694,0,3,6,433,424,0,3,6,425,8,800,367,9,236,105,9,10,56
31,PRAHOVA,"ȘCOALA PRIMARĂ LIVADEA",619,VĂRBILĂU,136134,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:02:32",845,831,0,10,4,517,503,0,10,4,511,6,900,383,11,94,195,18,103,90
31,PRAHOVA,"ȘCOALA PRIMARĂ POIANA VĂRBILĂU",620,VĂRBILĂU,136134,1,PART,PRCNCT,P,P_SV,"2024-06-10 13:17:58",1046,1041,1,1,3,660,656,0,1,3,621,39,1100,440,19,148,160,15,14,265
31,PRAHOVA,"ȘCOALA PRIMARĂ VĂRBILĂU",615,VĂRBILĂU,136134,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:45:29",846,826,0,11,9,476,456,0,11,9,461,15,900,424,14,74,282,18,27,46
31,PRAHOVA,"ȘCOALA PRIMARĂ VĂRBILĂU",616,VĂRBILĂU,136134,1,PART,PRCNCT,P,P_SV,"2024-06-10 13:32:56",792,785,0,5,2,458,451,0,5,2,445,13,900,442,23,97,196,27,11,91
