precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL PRO ROMÂNIA-voturi"
33,SĂLAJ,"CAMIN CULTURAL BOGDANA",100,BUCIUMI,140379,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:33:22",399,360,0,29,10,286,247,0,29,10,270,16,420,134,133,110,15,12
33,SĂLAJ,"CAMIN CULTURAL SANGEORGIU DE MESES",102,BUCIUMI,140379,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:08:19",231,197,0,26,8,173,139,0,26,8,162,11,250,77,87,47,12,16
33,SĂLAJ,"PRIMĂRIA BUCIUMI",98,BUCIUMI,140379,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:23:35",989,890,0,56,43,743,644,0,56,43,695,48,938,195,385,147,60,103
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV",99,BUCIUMI,140379,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:41:41",231,214,0,14,3,165,148,0,14,3,162,3,250,85,81,27,43,11
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV",101,BUCIUMI,140379,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:12:14",166,138,0,19,9,127,99,0,19,9,121,6,200,73,56,21,37,7
