precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DOLHAI-GATI ALEXANDRU-PARTIDUL NAȚIONAL LIBERAL-voturi","POP STEFÁNIA-ERZSÉBET-PARTIDUL SOCIAL DEMOCRAT-voturi","DARI TAMÁS-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ZSOLDOS FRANCISC-ALEXANDRU-ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi","RÎPA IOAN-voturi"
32,"SATU MARE","CAMIN CULTURAL",120,ACÂŞ,136713,2,PART,PRCNCT,P,P_SV,"2024-06-10 12:49:11",1565,1547,3,8,7,869,854,0,8,7,765,94,1669,810,174,90,291,132,78
32,"SATU MARE","ŞCOALA GENERALĂ MIHAIENI",121,ACÂŞ,136713,3,PART,PRCNCT,P,P_SV,"2024-06-10 06:27:55",373,369,2,0,2,186,184,0,0,2,177,9,400,214,60,33,66,9,9
32,"SATU MARE","ŞCOALA GENERALĂ UNIMĂT",122,ACÂŞ,136713,3,PART,PRCNCT,P,P_SV,"2024-06-11 17:13:28",310,303,2,1,4,176,171,0,1,4,168,8,400,224,77,18,3,3,67
