precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VLAD ŞTEFAN-PARTIDUL SOCIAL DEMOCRAT-voturi","MIHAI ALECSANDRU-PARTIDUL NAȚIONAL LIBERAL-voturi","CONSTANDACHE FLORIN-UNIUNEA SALVAȚI ROMÂNIA-voturi","CĂLIN-DRĂGHICI NICUŞOR-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MARTIN ANTONETA-PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","GAVRILĂ GRIGORE-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ISOFACHE NICU-PARTIDUL CONSERVATOR DEMOCRAT-voturi","ALEXANDRU MĂNDEL-PARTIDUL PRO ROMÂNIA-voturi"
18,GALAŢI,"CĂMINUL CULTURAL ION PANAIT-POET 1941-2009",376,PISCU,76996,1,PROV,PRCNCT,P,P_SV,"2024-06-10 14:14:00",1180,1156,1,7,16,612,588,1,7,16,575,36,1300,688,343,62,43,23,12,17,3,72
18,GALAŢI,"SCOALA GIMNAZIALĂ ”DIMITRIE LUCHIAN ”CORP B , PISCU",377,PISCU,76996,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:32:53",894,869,0,10,15,468,443,0,10,15,454,14,1000,532,292,65,31,7,5,5,1,48
18,GALAŢI,"SCOALA GIMNAZIALĂ ” STEFAN CEL MARE” PISCU",378,PISCU,76996,1,PART,PRCNCT,P,P_SV,"2024-06-10 12:04:04",1420,1393,1,6,20,759,732,1,6,20,739,20,1492,733,436,55,37,28,17,10,4,152
18,GALAŢI,"ȘCOALA PRIMARĂ VAMEȘ",379,PISCU,76996,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:17:08",425,411,0,7,7,200,186,0,7,7,195,5,500,300,121,5,7,6,33,7,2,14
