precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","ALIANȚA ETOCRATĂ PENTRU REFORMĂ-voturi"
4,BACĂU,"LICEUL TEHNOLOGIC ”G.J.CANCICOV” PARINCEA",491,PARINCEA,24089,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:43:56",711,696,0,8,7,367,352,0,8,7,338,29,800,433,23,77,33,161,25,1,16,0,1,1
4,BACĂU,"LICEUL TEHNOLOGIC ”PETRU PONI”",171,"MUNICIPIUL ONEŞTI",20563,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:15:20",954,946,1,5,2,322,315,0,5,2,307,15,1004,682,10,81,29,129,13,14,21,6,3,1
4,BACĂU,"LICEUL TEHNOLOGIC ”PETRU PONI”",170,"MUNICIPIUL ONEŞTI",20563,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:28:26",859,850,0,8,1,343,334,0,8,1,330,13,900,557,3,79,26,162,16,3,30,7,3,1
4,BACĂU,"LICEUL TEHNOLOGIC ”PETRU RAREȘ”",121,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:25:42",1537,1530,1,6,0,639,633,0,6,0,601,38,1700,1061,20,112,67,136,47,31,107,15,56,10
4,BACĂU,"LICEUL TEHNOLOGIC ”PETRU RAREȘ”",122,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:38:19",1334,1321,6,7,0,493,486,0,7,0,462,31,1500,1007,12,90,47,97,32,23,98,9,51,3
4,BACĂU,"LICEUL TEHNOLOGIC (TCR)",176,"MUNICIPIUL ONEŞTI",20563,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:24:34",939,933,0,6,0,341,335,0,6,0,318,23,1000,659,5,100,33,122,19,3,22,7,7,0
4,BACĂU,"LICEUL TEORETIC ”ION BORCEA”",181,"ORAŞ BUHUŞI",20778,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:41:28",1234,1215,0,4,15,387,370,0,4,13,351,34,1300,915,7,86,60,130,17,9,33,4,5,0
4,BACĂU,"LICEUL TEORETIC ”ION BORCEA”",180,"ORAŞ BUHUŞI",20778,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:43:38",1368,1362,2,3,1,473,469,0,3,1,422,51,1500,1027,6,144,63,141,28,5,23,6,4,2
4,BACĂU,"LICEUL TEORETIC ”ION BORCEA” BUHUȘI CORP B",188,"ORAŞ BUHUŞI",20778,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:32:47",1612,1605,0,7,0,554,547,0,7,0,486,68,1800,1246,9,170,65,181,18,3,33,3,3,1
4,BACĂU,"LOCALUL ŞCOLII FUNDOAIA",396,HURUIEŞTI,23047,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:12:00",294,288,0,6,0,154,148,0,6,0,146,8,300,146,7,27,8,98,4,0,1,1,0,0
4,BACĂU,"LOCALUL ŞCOLII OCHENI",397,HURUIEŞTI,23047,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:58:30",258,250,0,8,0,147,139,0,8,0,135,12,308,161,5,18,3,106,3,0,0,0,0,0
4,BACĂU,"PRIMĂRIA BÎRSĂNEŞTI",255,BÂRSĂNEŞTI,21454,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:41:13",1395,1395,0,0,0,636,636,0,0,0,583,53,1500,864,6,232,51,254,23,5,9,1,2,0
4,BACĂU,"PRIMĂRIA BRUSTUROASA",284,BRUSTUROASA,21597,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:46:22",1231,1208,0,6,17,660,637,0,6,17,625,35,1300,640,10,221,149,183,30,6,15,1,10,0
4,BACĂU,"PRIMARIA COMUNEI PARAVA (SALA DE FESTIVITATI)",487,PARAVA,24034,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:18:08",743,720,0,8,15,390,367,0,8,15,342,48,800,410,2,91,47,155,9,2,29,5,2,0
4,BACĂU,"PRIMĂRIA DĂRMĂNEȘTI",216,"ORAŞ DĂRMĂNEŞTI",22166,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:27:42",1283,1272,0,8,3,577,566,0,8,3,526,51,1400,823,8,338,50,96,18,4,8,0,1,3
4,BACĂU,"PRIMĂRIA FILIPENI",342,FILIPENI,22488,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:43:44",567,488,0,49,30,407,328,0,49,30,374,33,600,193,7,113,9,229,2,2,3,3,6,0
4,BACĂU,"PRIMĂRIA GĂICEANA",352,GĂICEANA,22665,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:24:37",723,704,0,9,10,444,425,0,9,10,425,19,800,356,59,229,17,96,4,4,5,2,6,3
4,BACĂU,"PRIMĂRIA GURA VĂII",372,"GURA VĂII",20607,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:07:30",1191,1169,1,7,14,633,612,0,7,14,575,58,1300,667,11,62,83,365,17,4,26,5,1,1
4,BACĂU,"PRIMĂRIA HORGEŞTI",389,HORGEŞTI,22941,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:28:14",1319,1317,0,2,0,519,517,0,2,0,448,71,1500,981,8,79,25,191,7,0,133,3,1,1
4,BACĂU,"PRIMĂRIA HURUIEŞTI",393,HURUIEŞTI,23047,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:13:35",525,522,0,3,0,300,297,0,3,0,275,25,600,300,17,53,21,171,7,0,3,3,0,0
4,BACĂU,"PRIMĂRIA ORAŞ BUHUŞI",179,"ORAŞ BUHUŞI",20778,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:16:08",1619,1611,1,3,4,497,489,1,3,4,467,30,1800,1303,6,119,68,201,23,3,29,6,11,1
4,BACĂU,"PRIMĂRIA ORAȘULUI COMĂNEȘTI",199,"ORAŞ COMĂNEŞTI",20821,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:41:01",1348,1338,2,8,0,550,542,0,8,0,520,30,1500,950,4,258,56,127,33,11,17,2,10,2
4,BACĂU,"PRIMĂRIA PALANCA",484,PALANCA,23975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:42:40",1204,1186,1,10,7,575,557,1,10,7,540,35,1298,723,18,239,94,159,17,5,4,1,1,2
4,BACĂU,"PRIMĂRIA PLOPANA",516,PLOPANA,24427,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:50:40",749,718,1,11,19,367,336,1,11,19,333,34,800,433,13,61,93,142,8,0,8,3,2,3
4,BACĂU,"PRIMĂRIA TĂTĂRĂŞTI",604,TĂTĂRĂŞTI,25745,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:06:37",392,387,1,3,1,260,255,1,3,1,234,26,400,140,17,74,11,110,9,2,7,3,1,0
4,BACĂU,"SALA DE CEREMONII",623,URECHEŞTI,26029,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:09:53",1332,1326,0,6,0,723,717,0,6,0,641,82,1500,777,24,261,40,195,27,10,78,2,4,0
4,BACĂU,"SALA DE EVENIMENTE",409,"LETEA VECHE",20359,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:23:48",350,340,1,9,0,178,169,0,9,0,169,9,400,222,3,61,34,41,7,3,11,4,4,1
4,BACĂU,"SALA DE FESTIVITĂŢI SATUL TARNIŢA",479,ONCEŞTI,23868,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:48:37",522,519,0,3,0,331,328,0,3,0,282,49,600,269,6,56,13,188,7,2,6,2,2,0
4,BACĂU,"SALA DE SPORT A LICEULUI ”SPIRU HARET”",128,"MUNICIPIUL MOINEŞTI",20876,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:45:34",1162,1153,0,7,2,544,535,0,7,2,528,16,1300,752,6,219,45,130,48,20,39,7,12,2
4,BACĂU,"SALA DE SPORT DIN SATUL ȘESURI",430,MĂGIREŞTI,23387,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:46:29",416,408,3,3,2,238,232,1,3,2,225,13,500,262,2,133,33,33,17,0,2,2,2,1
4,BACĂU,"SALA SPORT POLIVALENTĂ",189,"ORAŞ BUHUŞI",20778,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:59:02",1697,1667,26,2,2,502,498,0,2,2,476,26,1800,1298,6,154,73,156,20,10,49,2,6,0
4,BACĂU,"SC MECANO ELECTRIC SERVICE SRL",211,"ORAŞ DĂRMĂNEŞTI",22166,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:59:53",760,754,0,6,0,366,360,0,6,0,346,20,800,434,8,214,20,62,17,7,12,1,5,0
4,BACĂU,"ŞCOALA 1 SATUL SLOBOZIA",587,STĂNIŞEŞTI,25521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:43:50",766,752,0,5,9,306,292,0,5,9,248,58,800,494,5,44,25,144,15,4,6,2,1,2
4,BACĂU,"ŞCOALA ”ALEXANDRU SEVER”",139,"MUNICIPIUL MOINEŞTI",20876,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:27:49",635,625,0,8,2,312,302,0,8,2,299,13,700,388,4,145,24,49,62,7,5,0,1,2
4,BACĂU,"ŞCOALA ”ALEXANDRU SEVER”",141,"MUNICIPIUL MOINEŞTI",20876,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:28:05",1120,1111,0,4,5,525,516,0,4,5,499,26,1200,675,10,255,53,65,75,18,15,3,4,1
4,BACĂU,"ŞCOALA ”ALEXANDRU SEVER”",140,"MUNICIPIUL MOINEŞTI",20876,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:22:42",1069,1053,1,9,6,527,512,0,9,6,479,48,1200,673,9,228,35,95,82,13,8,2,7,0
4,BACĂU,"ŞCOALA ARINI",353,GĂICEANA,22665,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:54:48",946,936,0,4,6,535,525,0,4,6,491,44,1000,465,369,65,10,35,3,1,5,1,2,0
4,BACĂU,"SCOALA BENESTI",584,STĂNIŞEŞTI,25521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:25:36",380,368,0,3,9,177,165,0,3,9,167,10,400,223,1,22,8,104,11,3,16,1,1,0
4,BACĂU,"SCOALA BIBIRESTI II",620,UNGURENI,25932,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:15:26",751,742,0,9,0,460,451,0,9,0,426,34,800,340,9,186,23,176,9,3,11,5,4,0
4,BACĂU,"ŞCOALA BLIDARI",297,CĂIUŢI,21757,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:59:31",577,562,1,7,7,317,302,1,7,7,291,26,594,277,6,83,27,138,15,0,16,1,4,1
4,BACĂU,"ŞCOALA BOIŞTEA",298,CĂIUŢI,21757,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:12:30",140,134,0,6,0,84,78,0,6,0,76,8,200,116,0,18,14,32,7,1,4,0,0,0
4,BACĂU,"ŞCOALA CAPĂTA",374,"GURA VĂII",20607,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:44:40",279,276,0,3,0,160,157,0,3,0,154,6,300,140,4,14,10,113,2,0,7,4,0,0
4,BACĂU,"SCOALA CIPRIAN PORUMBESCU",194,"ORAŞ COMĂNEŞTI",20821,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:32:12",497,491,0,5,1,213,207,0,5,1,201,12,500,281,2,109,35,25,27,0,3,0,0,0
4,BACĂU,"ŞCOALA CIPRIAN PORUMBESCU",192,"ORAŞ COMĂNEŞTI",20821,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:57:45",1199,1193,2,4,0,532,528,0,4,0,508,24,1300,768,7,186,79,173,20,10,23,3,7,0
4,BACĂU,"ȘCOALA CIPRIAN PORUMBESCU",193,"ORAŞ COMĂNEŞTI",20821,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:32:42",1214,1171,2,6,35,527,486,0,6,35,511,16,1300,773,6,215,90,121,40,7,19,2,11,0
4,BACĂU,"ŞCOALA CÎRLIGI",348,FILIPEŞTI,22576,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:31:20",893,860,1,27,5,515,483,0,27,5,487,28,900,385,12,288,37,115,12,5,11,2,4,1
4,BACĂU,"ŞCOALA CONSTANTIN MOSCU IZV.BERHECIULUI",403,"IZVORU BERHECIULUI",23127,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:05:41",644,631,0,8,5,361,348,0,8,5,324,37,700,339,1,124,21,165,8,1,1,3,0,0
4,BACĂU,"SCOALA COORDONATOARE LETEA VECHE",407,"LETEA VECHE",20359,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:52:39",1783,1770,2,11,0,903,892,0,11,0,867,29,1900,1004,23,235,77,331,39,17,94,9,35,7
4,BACĂU,"ŞCOALA COORDONATOARE LETEA VECHE",406,"LETEA VECHE",20359,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:46:48",1555,1545,3,7,0,796,789,0,7,0,763,33,1700,904,16,190,80,313,30,17,74,9,30,4
4,BACĂU,"ŞCOALA COSTACHE NEGRI SATUL NEGRI",455,NEGRI,23644,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:29:42",1060,1047,1,4,8,553,541,0,4,8,466,87,1100,547,10,163,22,100,15,6,135,10,5,0
4,BACĂU,"ŞCOALA COSTACHI S.CIOCAN LĂLOAIA",203,"ORAŞ COMĂNEŞTI",20821,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:55:31",694,690,1,2,1,301,298,0,2,1,290,11,800,499,1,144,28,88,17,3,7,0,2,0
4,BACĂU,"ŞCOALA CU CLASELE I-IV BRAD",260,BEREŞTI-BISTRIŢA,21249,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:02:33",152,146,1,1,4,91,86,0,1,4,87,4,200,109,3,34,2,39,4,0,4,1,0,0
4,BACĂU,"SCOALA CU CLASELE I-IV BUDA",272,BERZUNŢI,21418,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:43:10",435,429,0,6,0,216,210,0,6,0,198,18,500,284,6,20,8,65,8,5,84,0,2,0
4,BACĂU,"ŞCOALA CU CLASELE I-IV CĂUIA",326,"DEALU MORII",22237,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:21:52",489,461,0,9,19,284,256,0,9,19,245,39,500,216,2,72,16,140,5,1,5,3,0,1
4,BACĂU,"ŞCOALA CU CLASELE I-IV CIOBĂNUŞ",244,ASĂU,21123,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:12:24",453,449,0,2,2,224,220,0,2,2,211,13,500,276,1,41,37,97,17,4,8,3,3,0
4,BACĂU,"ŞCOALA CU CLASELE I-IV CLIMEŞTI",261,BEREŞTI-BISTRIŢA,21249,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:49:59",231,229,0,2,0,145,143,0,2,0,132,13,299,154,1,65,8,47,4,0,3,0,0,4
4,BACĂU,"ŞCOALA CU CLASELE I-IV COTENI",292,BUHOCI,21668,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:29:04",630,621,0,4,5,326,317,0,4,5,303,23,700,374,3,35,80,98,11,4,58,8,6,0
4,BACĂU,"ŞCOALA CU CLASELE I-IV COTUMBA",234,AGĂŞ,21007,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:35:38",836,828,1,6,1,373,366,0,6,1,349,24,900,527,5,92,45,177,11,12,4,2,0,1
4,BACĂU,"SCOALA CU CLASELE I-IV DĂRMĂNEASCA",217,"ORAŞ DĂRMĂNEŞTI",22166,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:57:04",688,676,1,7,4,332,321,0,7,4,311,21,700,368,4,219,24,30,18,4,9,2,1,0
4,BACĂU,"ŞCOALA CU CLASELE I-IV FRUNTEŞTI",343,FILIPENI,22488,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:21:14",354,316,0,25,13,263,225,0,25,13,242,21,400,137,3,102,5,116,2,1,1,1,11,0
4,BACĂU,"ŞCOALA CU CLASELE I-IV MĂRĂŞTI",344,FILIPENI,22488,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:47:39",582,530,0,36,16,374,322,0,36,16,338,36,600,226,1,195,5,119,4,1,11,2,0,0
4,BACĂU,"SCOALA CU CLASELE I-IV NR. 1 DRAGOMIR",273,BERZUNŢI,21418,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:19:17",937,926,0,5,6,519,508,0,5,6,481,38,1000,475,20,74,23,122,11,13,191,25,2,0
4,BACĂU,"ŞCOALA CU CLASELE I-IV NR. 2 BERZUNŢI",271,BERZUNŢI,21418,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:12:32",661,653,0,6,2,373,365,0,6,2,320,53,700,327,13,47,17,102,4,4,115,14,2,2
4,BACĂU,"ŞCOALA CU CLASELE I-IV ODOBEŞTI",465,ODOBEŞTI,26353,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:57:03",367,347,0,16,4,233,213,0,16,4,204,29,400,167,3,78,25,69,13,0,8,2,3,3
4,BACĂU,"SCOALA CU CLASELE I-IV PĂDURENI",262,BEREŞTI-BISTRIŢA,21249,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:58:03",364,358,0,5,1,179,173,0,5,1,162,17,400,221,7,79,6,61,2,0,5,1,1,0
4,BACĂU,"ŞCOALA CU CLASELE I - IV PĂDURENI",445,MĂRGINENI,20466,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:28:01",316,312,0,4,0,155,151,0,4,0,146,9,400,245,7,66,9,26,13,4,12,5,3,1
4,BACĂU,"ŞCOALA CU CLASELE I-IV PĂLTINIŞ",246,ASĂU,21123,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:44:28",489,475,1,8,5,294,280,1,8,5,260,34,500,206,4,60,20,136,29,6,0,2,2,1
4,BACĂU,"ŞCOALA CU CLASELE I - IV PODIȘ",446,MĂRGINENI,20466,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:07:05",566,553,0,13,0,261,248,0,13,0,239,20,600,341,2,46,16,122,16,5,12,7,11,2
4,BACĂU,"ŞCOALA CU CLASELE I-IV POIANA NEGUSTORULUI",278,BLĂGEŞTI,21506,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:39:22",621,614,0,7,0,422,415,0,7,0,223,199,700,278,6,41,5,166,3,0,2,0,0,0
4,BACĂU,"SCOALA CU CLASELE I-IV PRAJESTII",428,MĂGIREŞTI,23387,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:20:22",476,472,0,3,1,239,235,0,3,1,224,15,500,261,3,165,17,26,7,0,3,3,0,0
4,BACĂU,"ŞCOALA CU CLASELE .I-IV ROGOAZA",315,CORBASCA,21971,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:37:34",258,249,0,2,7,121,113,0,2,6,114,7,300,179,4,27,7,68,2,0,5,1,0,0
4,BACĂU,"ŞCOALA CU CLASELE I-IV SATUL BOGDĂNEŞTI",615,TRAIAN,25861,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:09:53",430,428,0,2,0,171,169,0,2,0,151,20,499,328,4,94,9,35,3,0,4,0,2,0
4,BACĂU,"ŞCOALA CU CLASELE I-IV SATUL CIUCANI",539,RĂCĂCIUNI,24766,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:54:32",461,455,0,6,0,221,215,0,6,0,204,17,500,279,16,67,12,39,6,1,6,9,48,0
4,BACĂU,"ŞCOALA CU CLASELE .I-IV SATUL FUNDĂTURA-RĂCHITOASA",548,RĂCHITOASA,24837,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:58:39",217,207,0,9,1,96,86,0,9,1,82,14,300,204,3,17,11,42,4,0,0,4,1,0
4,BACĂU,"ŞCOALA CU CLASELE I-IV SATUL FUNDU TUTOVEI",517,PLOPANA,24427,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:45:22",467,450,0,8,9,207,190,0,8,9,194,13,500,293,6,36,56,79,11,2,1,2,0,1
4,BACĂU,"ŞCOALA CU CLASELE I-IV SATUL FURNICARI",603,TAMAŞI,25692,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:02:42",580,570,1,8,1,291,281,1,8,1,261,30,604,313,15,77,13,135,8,1,5,4,2,1
4,BACĂU,"ŞCOALA CU CLASELE I-IV SATUL HERTIOANA DE JOS",616,TRAIAN,25861,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:07:45",161,150,0,10,1,89,78,0,10,1,87,2,200,111,2,45,14,11,0,1,11,0,2,1
4,BACĂU,"ŞCOALA CU CLASELE I-IV SATUL IŢCANI",518,PLOPANA,24427,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:45:22",621,597,0,15,9,313,289,0,15,9,307,6,700,387,9,17,49,201,20,1,8,0,0,2
4,BACĂU,"ŞCOALA CU CLASELE I-IV SATUL STRĂMINOASA",520,PLOPANA,24427,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:25:24",326,313,0,5,8,170,157,0,5,8,145,25,400,230,4,12,17,106,2,0,1,2,0,1
4,BACĂU,"ŞCOALA CU CLASELE I-IV SATUL ZĂPODIA",617,TRAIAN,25861,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:20:35",548,542,0,6,0,183,177,0,6,0,167,16,600,411,1,103,14,24,3,3,10,2,6,1
4,BACĂU,"ŞCOALA CU CLASELE I -IV SCARISOARA",316,CORBASCA,21971,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:14:29",609,602,0,4,3,334,327,0,4,3,302,32,700,366,18,56,7,214,1,0,5,1,0,0
4,BACĂU,"ŞCOALA CU CLASELE.I-IV STĂNEŞTI (CORP NOU)",429,MĂGIREŞTI,23387,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:08:32",488,478,0,5,5,227,217,0,5,5,218,9,500,273,1,113,12,73,12,1,4,1,0,1
4,BACĂU,"ŞCOALA CU CLASELE I-IV STRAJA",247,ASĂU,21123,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:30:36",962,955,0,5,2,441,434,0,5,2,411,30,1100,659,16,89,88,180,19,0,13,0,5,1
4,BACĂU,"ŞCOALA CU CLASELE I-IV TĂMĂSOAIA",321,COŢOFĂNEŞTI,22059,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:20:14",394,390,0,4,0,216,212,0,4,0,180,36,400,184,5,54,5,105,7,1,3,0,0,0
4,BACĂU,"ŞCOALA CU CLASELE I-IV ŢÎRDENII MARI",279,BLĂGEŞTI,21506,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:09:30",557,553,1,3,0,279,276,0,3,0,229,50,604,325,3,69,17,116,8,4,5,1,5,1
4,BACĂU,"ŞCOALA CU CLASELE I - IV VALEA BUDULUI",448,MĂRGINENI,20466,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:35:07",465,458,1,5,1,254,248,0,5,1,241,13,500,246,2,47,27,85,9,9,39,12,10,1
4,BACĂU,"ŞCOALA CU CLASELE I-IV VALEA CASELOR",415,LIPOVA,23207,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:58:29",392,381,0,7,4,227,216,0,7,4,200,27,400,173,4,108,11,52,7,0,13,4,1,0
4,BACĂU,"ŞCOALA CU CLASELE I-IV VALEA HOGEI",416,LIPOVA,23207,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:50:27",235,222,0,7,6,123,110,0,7,6,110,13,299,176,3,22,11,51,3,0,17,1,0,2
4,BACĂU,"ŞCOALA CU CLASELE.I-IV VÎLCELE",317,CORBASCA,21971,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:28:31",507,504,0,3,0,190,187,0,3,0,154,36,600,410,6,19,6,109,5,0,1,4,1,3
4,BACĂU,"ŞCOALA CU CLASELE I-VIII ALEXANDRU CEL BUN BERZUNŢI",270,BERZUNŢI,21418,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:06:20",1366,1357,0,7,2,787,778,0,7,2,697,30,1500,700,14,64,54,286,13,4,231,29,2,0
4,BACĂU,"ŞCOALA CU CLASELE.I-VIII BĂCIOIU",313,CORBASCA,21971,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:06:57",1652,1636,0,6,10,418,402,0,6,10,358,60,1800,1382,13,42,15,276,7,0,2,0,2,1
4,BACĂU,"ŞCOALA CU CLASELE I-VIII BARAŢI",443,MĂRGINENI,20466,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:52:37",1742,1735,2,5,0,759,754,0,5,0,722,37,1900,1141,17,304,61,181,46,22,66,10,10,5
4,BACĂU,"ŞCOALA CU CLASELEI-VIII BEREŞTI-TAZLĂU",263,BEREŞTI-TAZLĂU,21338,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:58:19",909,879,0,6,24,434,404,0,6,24,398,36,900,346,11,98,33,228,13,7,6,1,1,0
4,BACĂU,"SCOALA CU CLASELE I-VIII BIJGHIR",291,BUHOCI,21668,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:25:16",996,989,0,4,3,378,371,0,4,3,343,35,1100,722,7,156,48,20,32,2,40,5,31,2
4,BACĂU,"SCOALA CU CLASELE I-VIII BIJGHIR",290,BUHOCI,21668,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:43:20",1122,1109,0,12,1,501,488,0,12,1,448,52,1200,699,9,190,47,37,54,5,68,3,35,0
4,BACĂU,"ŞCOALA CU CLASELE I-VIII CIUTUREŞTI",466,ODOBEŞTI,26353,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:32:01",632,610,1,18,3,391,370,0,18,3,348,43,700,309,8,82,32,187,14,5,14,1,3,2
4,BACĂU,"ŞCOALA CU CLASELE I-VIII LUIZI CĂLUGĂRA",423,LUIZI-CĂLUGĂRA,23350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:37:12",1292,1244,2,8,38,551,507,0,8,36,505,46,1400,849,23,76,22,239,11,34,98,1,1,0
4,BACĂU,"ŞCOALA CU CLASELE I-VIII LUIZI CĂLUGĂRA",424,LUIZI-CĂLUGĂRA,23350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:54:36",1202,1171,0,0,31,481,450,0,0,31,454,27,1300,819,19,77,20,192,9,33,97,2,3,2
