precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ORZAN MĂDĂLIN-MARIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","GEANĂ VIOREL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PANŢURU DUMITRU-PARTIDUL SOCIAL DEMOCRAT-voturi"
9,BRĂILA,"CAMIN CULTURAL M.MIRESII",214,"MOVILA MIRESII",43652,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:12:12",1140,1130,0,3,7,700,690,0,3,7,680,20,1288,588,261,28,391
9,BRĂILA,"SCOALA ESNA",215,"MOVILA MIRESII",43652,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:17:56",260,252,0,5,3,178,170,0,5,3,170,5,280,105,55,3,112
9,BRĂILA,"SCOALA TEPES VODA",216,"MOVILA MIRESII",43652,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:43:16",748,741,0,7,0,391,384,0,7,0,389,2,846,455,89,12,288
9,BRĂILA,"SCOALA VECHE",213,"MOVILA MIRESII",43652,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:39:42",1061,1048,0,7,6,649,636,0,7,6,618,31,1160,510,279,12,327
