precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CHIRIAC PETRICĂ-PARTIDUL SOCIAL DEMOCRAT-voturi","MATRAN ADRIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","IOVU TONI-MARIUS-PARTIDUL NAȚIONAL LIBERAL-voturi","VASILACHI SANDU-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
39,VASLUI,"FOSTA ŞCOALA CU CLASELE I-IV BOBEŞTI",296,DUDA-EPURENI,163681,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:27:06",102,92,0,10,0,60,50,0,10,0,58,2,100,40,31,1,17,9
39,VASLUI,"ŞCOALA GIMNAZIALA CONSTANTIN ASIMINEI",295,DUDA-EPURENI,163681,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:35:35",1104,1082,0,0,22,587,565,0,0,22,573,13,1200,613,274,23,95,181
39,VASLUI,"ŞCOALA GIMNAZIALA IOAN GHE. PRICOP",297,DUDA-EPURENI,163681,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:53:44",925,880,0,17,28,571,526,0,17,28,553,18,1000,429,139,31,23,360
39,VASLUI,"ŞCOALA GIMNAZIALA NICOLAE POPA",298,DUDA-EPURENI,163681,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:10:59",1301,1278,0,0,23,619,596,0,0,23,593,26,1400,781,320,42,51,180
