precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
3,ARGEŞ,"SCOALA GIMNAZIALA BUGHEA DE JOS",257,"BUGHEA DE JOS",14922,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:38:06",1379,1375,0,4,0,854,850,0,4,0,829,25,1530,676,303,260,80,58,128
3,ARGEŞ,"SCOALA PRIMARA HULUBESTI",259,"BUGHEA DE JOS",14922,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:19:32",432,425,0,7,0,259,252,0,7,0,251,8,456,197,111,68,14,21,37
3,ARGEŞ,"SCOALA PRIMARA MLACI",258,"BUGHEA DE JOS",14922,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:07:47",602,597,0,4,1,418,413,0,4,1,391,27,649,231,284,51,12,17,27
