precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STOIA IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi","OLTEAN AUGUSTIN-PARTIDUL SOCIAL DEMOCRAT-voturi"
1,ALBA,"CĂMIN CULTURAL",250,FĂRĂU,4302,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:37:39",145,137,2,5,1,111,104,1,5,1,105,6,150,39,86,19
1,ALBA,"CĂMIN CULTURAL SÂNBENEDIC",251,FĂRĂU,4302,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:41:44",195,181,0,9,5,129,115,0,9,5,128,1,232,103,118,10
1,ALBA,"CĂMIN CULTURAL ȘILEA",252,FĂRĂU,4302,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:46:55",260,243,0,5,12,177,160,0,5,12,171,6,270,93,101,70
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL HERIA",249,FĂRĂU,4302,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:17:55",220,206,0,10,4,157,143,0,10,4,153,4,213,56,133,20
1,ALBA,"GRĂDINIȚA CU PROGRAM NORMAL ”PRICHINDELUL”",248,FĂRĂU,4302,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:21:18",477,451,0,10,16,312,286,0,10,16,308,4,469,157,299,9
