precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TOMUŢA IOAN-GABRIEL-PARTIDUL NAȚIONAL LIBERAL-voturi","POP FABIAN-IONUŢ-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","TOMA IANCU-EMERSON-PARTIDUL SOCIAL DEMOCRAT-voturi"
22,HUNEDOARA,"CĂMINUL CULTURAL ”MINERUL” GHELARI",368,GHELARI,86883,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:40:01",835,818,1,10,6,405,389,0,10,6,384,21,900,494,141,34,209
22,HUNEDOARA,"CĂMINUL CULTURAL RUDA",371,GHELARI,86883,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:26:09",115,104,1,9,1,68,58,0,9,1,66,2,108,40,34,2,30
22,HUNEDOARA,"DISPENSAR GOVĂJDIA",369,GHELARI,86883,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:31:26",88,81,0,7,0,42,35,0,7,0,42,0,88,46,12,6,24
22,HUNEDOARA,"MAGAZIN SĂTESC DIN SATUL PLOP",370,GHELARI,86883,1,PART,PRCNCT,P,P_SV,"2024-06-09 23:30:21",34,19,0,15,0,27,12,0,15,0,27,0,36,9,4,1,22
22,HUNEDOARA,"PRIMĂRIA COMUNEI GHELARI",367,GHELARI,86883,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:48:13",631,599,5,20,7,388,363,0,20,5,381,7,673,285,196,10,175
