precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA ELECTORALĂ PSD PNL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
25,ILFOV,"GRĂDINIŢA NR.5",159,CERNICA,101742,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:50:40",1017,988,3,22,4,656,630,0,22,4,634,22,1100,444,527,58,49
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",155,CERNICA,101742,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:39:00",813,787,0,24,2,544,518,0,24,2,532,12,900,356,450,41,41
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",154,CERNICA,101742,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:22:31",876,813,4,58,1,563,504,0,58,1,542,21,896,333,460,51,31
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",156,CERNICA,101742,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:36:45",913,901,0,8,4,564,552,0,8,4,539,25,1000,436,453,57,29
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.2",160,CERNICA,101742,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:37:37",1325,1309,0,14,2,771,755,0,14,2,743,28,1450,679,636,58,49
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.2",161,CERNICA,101742,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:11:12",1344,1326,0,16,2,768,750,0,16,2,745,23,1447,679,662,49,34
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.3",158,CERNICA,101742,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:17:31",1579,1535,1,42,1,889,846,0,42,1,855,34,1700,811,683,63,109
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.3",157,CERNICA,101742,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:50:58",1272,1247,0,18,7,732,707,0,18,7,710,22,1400,668,581,49,80
