precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DĂNILĂ-MUREŞAN MARIANA-ALINA-PARTIDUL SOCIAL DEMOCRAT-voturi","PETREAN GHEORGHE-UNIUNEA SALVAȚI ROMÂNIA-voturi","VANCEA DOREL-PARTIDUL NAȚIONAL LIBERAL-voturi"
33,SĂLAJ,"CLĂDIRE MULTIFUNCŢIONALĂ",76,BĂBENI,140084,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:34:12",82,66,0,12,4,77,61,0,12,4,72,5,90,13,41,1,30
33,SĂLAJ,"CORP B , BIBLIOTECA COMUNALĂ",73,BĂBENI,140084,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:36:57",442,382,0,36,24,335,275,0,36,24,322,13,435,87,168,11,143
33,SĂLAJ,"ŞCOALA CLIŢ",75,BĂBENI,140084,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:40:29",181,151,0,19,11,129,99,0,19,11,125,4,180,51,67,2,56
33,SĂLAJ,"ŞCOALA POIENIŢA",77,BĂBENI,140084,2,PART,PRCNCT,P,P_SV,"2024-06-13 13:20:49",178,150,0,17,11,130,102,0,17,11,126,4,181,51,40,1,85
33,SĂLAJ,"ŞCOALA VECHE CIOCMANI",74,BĂBENI,140084,2,PART,PRCNCT,P,P_SV,"2024-06-13 13:16:14",632,450,1,144,37,513,331,1,144,37,500,13,530,17,248,7,245
