precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STOICA CRISTIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","ZEGHERU CRISTIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","MINU FLORIN-DANIEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","TOMESCU OTILIA-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","CĂLUGĂRESCU ROBERT-CONSTANTIN-voturi"
16,DÂMBOVIŢA,"GRĂDINIȚA CU PROGRAM NORMAL COLIBAȘI",269,IEDERA,65869,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:15:24",413,408,1,4,0,246,241,1,4,0,243,3,450,204,70,95,25,44,9
16,DÂMBOVIŢA,"GRĂDINIȚA CU PROGRAM NORMAL CRICOVU DULCE",270,IEDERA,65869,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:39:50",316,311,1,4,0,164,160,0,4,0,158,6,340,176,74,45,6,24,9
16,DÂMBOVIŢA,"ȘCOALA CU CLASELE I-IV IEDERA DE SUS",271,IEDERA,65869,2,PART,PRCNCT,P,P_SV,"2024-06-13 15:21:36",1195,1183,0,11,1,738,726,0,11,1,713,25,1310,572,208,310,28,67,100
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ IEDERA DE JOS",268,IEDERA,65869,1,PART,PRCNCT,P,P_SV,"2024-06-11 16:16:27",1206,1197,0,7,2,673,664,0,7,2,649,24,1323,650,311,195,67,54,22
