precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","RADU IONEL-voturi"
41,VRANCEA,"CAMIN CULTURAL PAUNESTI",242,PĂUNEŞTI,177236,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:51:56",1079,1073,0,6,0,470,464,0,6,0,439,31,1169,699,193,61,63,29,79,14
41,VRANCEA,"GRADINITA CU PROGRAM NORMAL VIISOARA",243,PĂUNEŞTI,177236,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:08:25",777,774,0,3,0,348,345,0,3,0,315,33,855,507,107,43,49,14,54,48
41,VRANCEA,"SCOALA PRIMARA BOSTANESTI",241,PĂUNEŞTI,177236,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:32:55",880,874,0,6,0,402,396,0,6,0,372,30,971,569,157,31,82,26,66,10
41,VRANCEA,"SCOALA PRIMARA NOVACESTI",240,PĂUNEŞTI,177236,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:50:56",1465,1463,0,2,0,682,680,0,2,0,649,33,1611,929,289,66,92,24,149,29
41,VRANCEA,"SCOALA PRIMARA SURLEA",239,PĂUNEŞTI,177236,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:07:31",1071,1061,0,9,1,470,460,0,9,1,444,26,1171,701,221,61,60,31,54,17
