precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MITREA ROBERT-GABRIEL-PARTIDUL NAȚIONAL LIBERAL-voturi","ROTARIU VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi"
29,NEAMŢ,GRĂDINIŢA,327,MĂRGINENI,123175,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:46:56",900,872,0,14,14,471,443,0,14,14,457,14,1000,529,200,257
29,NEAMŢ,"SCOALA GENERALA",328,MĂRGINENI,123175,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:10:16",177,170,1,4,2,120,114,0,4,2,114,6,200,80,61,53
29,NEAMŢ,"ŞCOALA GENERALĂ",330,MĂRGINENI,123175,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:38:59",219,210,0,3,6,127,118,0,3,6,121,6,300,173,32,89
29,NEAMŢ,"ŞCOALA GENERALĂ",326,MĂRGINENI,123175,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:14:57",900,872,0,12,16,456,428,0,12,16,430,26,900,444,192,238
29,NEAMŢ,"ŞCOALA GENERALĂ",329,MĂRGINENI,123175,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:22:12",729,698,0,12,19,451,420,0,12,19,433,18,800,349,341,92
