precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
8,BRAŞOV,"CĂMINUL CULTURAL BERIVOI",407,RECEA,41738,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:34:54",506,494,0,9,3,325,313,0,9,3,309,16,561,236,20,197,73,2,17
8,BRAŞOV,"CĂMINUL CULTURAL RECEA",406,RECEA,41738,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:41:39",1631,1600,2,11,18,933,903,1,11,18,866,67,1800,867,108,304,319,13,122
8,BRAŞOV,"CĂMINUL CULTURAL SĂVĂSTRENI",408,RECEA,41738,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 10:44:14",594,573,1,13,7,374,354,0,13,7,358,16,600,226,18,151,134,18,37
