precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"JURAVLE VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi","JURAVLE VASILE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","JURAVLE MIHAI-PARTIDUL SOCIAL DEMOCRAT-voturi"
35,SUCEAVA,"GRĂDINIŢA DE COPII NR. 1 STRAJA",463,STRAJA,150294,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:38:21",1284,1259,0,3,22,745,720,0,3,22,716,29,1400,655,228,39,449
35,SUCEAVA,"GRĂDINIŢA DE COPII NR. 2 STRAJA",466,STRAJA,150294,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:58:27",996,986,0,8,2,557,547,0,8,2,548,9,1135,578,129,37,382
35,SUCEAVA,"GRĂDINIŢA DE COPII NR. 3 STRAJA",464,STRAJA,150294,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:39:17",1128,1099,0,9,20,661,632,0,9,20,648,13,1200,539,196,23,429
35,SUCEAVA,"PRIMĂRIA COMUNEI STRAJA",465,STRAJA,150294,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:03:57",1163,1135,0,11,17,674,646,0,11,17,660,14,1300,626,203,35,422
