precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL ŞOIMUŞ",256,ŞIEU,34645,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 00:51:35",115,109,0,6,0,86,80,0,6,0,84,2,139,53,72,2,3,7
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI ŞIEU",253,ŞIEU,34645,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:28:39",1077,1062,1,0,14,651,637,0,0,14,633,18,1200,549,104,67,390,72
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ ARDAN",254,ŞIEU,34645,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:26:15",574,572,0,2,0,350,348,0,2,0,329,21,600,250,75,23,219,12
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ POSMUŞ",255,ŞIEU,34645,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:52:00",549,538,1,6,4,303,293,0,6,4,279,24,600,297,169,77,4,29
