precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GODIN ION-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MATEI NICULAE-PARTIDUL SOCIAL DEMOCRAT-voturi","OPREA EMILIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","MIHĂILĂ DINU-RĂZVAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
25,ILFOV,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”VOINICEL”",34,"ORAŞ CHITILA",179285,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:52:11",1149,1143,0,6,0,539,533,0,6,0,528,11,1300,761,30,33,451,14
25,ILFOV,"GRĂDINIŢA ”PRICHINDEL”",41,"ORAŞ CHITILA",179285,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:05:20",1245,1225,3,17,0,578,561,0,17,0,567,11,1350,772,31,24,485,27
25,ILFOV,"ŞCOALA GIMNAZIALĂ CU CLASELE I- VIII NR.1 ”PROF. ION VIŞOIU”",40,"ORAŞ CHITILA",179285,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:31:59",1094,1091,1,2,0,464,462,0,2,0,441,23,1206,742,30,31,364,16
25,ILFOV,"ŞCOALA GIMNAZIALĂ CU CLASELE I- VIII NR.1 ”PROF. ION VIŞOIU” -",37,"ORAŞ CHITILA",179285,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:22:16",1614,1604,4,6,0,643,637,0,6,0,620,23,1800,1157,80,62,454,24
25,ILFOV,"ŞCOALA GIMNAZIALĂ CU CLASELE I-VIII NR.1 ”PROF. ION VIŞOIU”",42,"ORAŞ CHITILA",179285,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:59:23",1105,1099,0,6,0,510,504,0,6,0,484,26,1199,689,58,78,315,33
25,ILFOV,"ŞCOALA GIMNAZIALĂ CU CLASELE I-VIII NR.1 ”PROF. ION VIŞOIU”",36,"ORAŞ CHITILA",179285,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:12:56",1718,1692,9,15,2,889,870,2,15,2,870,19,1909,1020,39,32,701,98
25,ILFOV,"ŞCOALA GIMNAZIALĂ CU CLASELE I-VIII NR.1 ”PROF.ION VIŞOIU”",35,"ORAŞ CHITILA",179285,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:33:20",728,727,0,1,0,728,727,0,1,0,716,12,1750,1022,52,58,557,49
25,ILFOV,"SCOALA GIMNAZIALA CU CLASELE I-VIII NR. 1 PROF. ION VISOIU, STRUCTURA CU CLASELE I-IV SI GRUPE DE PRESCOLARI ION OLTEANU-CHITILA",38,"ORAŞ CHITILA",179285,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:49:44",1534,1519,0,14,1,799,784,0,14,1,782,17,1650,851,46,36,659,41
25,ILFOV,"SERVICIUL IMPOZITE ȘI TAXE",39,"ORAŞ CHITILA",179285,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:16:41",1915,1901,5,9,0,881,872,0,9,0,866,15,2100,1219,110,36,666,54
