precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CÂRLIG CRISTIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","MUSTEAŢĂ CRISTINEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PAVĂL IOAN-PARTIDUL SOCIAL DEMOCRAT-voturi"
35,SUCEAVA,"ATENEU DUMBRAVENI",296,DUMBRĂVENI,148426,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:37:56",1822,1814,1,5,2,836,829,0,5,2,821,15,2000,1164,83,63,675
35,SUCEAVA,"LICEUL TEHNOLOGIC MIHAI EMINESCU DUMBRAVENI",297,DUMBRĂVENI,148426,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:50:49",1883,1872,0,3,8,890,879,0,3,8,867,23,1996,1106,118,81,668
35,SUCEAVA,"SCOALA DEAL",299,DUMBRĂVENI,148426,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:00:47",1706,1698,0,6,2,841,833,0,6,2,824,17,1802,961,67,69,688
35,SUCEAVA,"SCOALA SALAGENI",300,DUMBRĂVENI,148426,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:54:14",505,504,0,1,0,223,222,0,1,0,217,6,639,416,10,29,178
35,SUCEAVA,"SCOALA TOLOACA",298,DUMBRĂVENI,148426,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:30:22",1989,1980,0,6,3,924,915,0,6,3,906,18,2192,1268,58,72,776
