precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GRAPINI VALENTIN-IOSIF-PARTIDUL SOCIAL DEMOCRAT-voturi","PARTENE IOSIF-IOAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL ”GHERASIM DOMIDE” RODNA",232,RODNA,34333,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:08:43",1437,1426,1,3,7,852,841,1,3,7,810,42,1600,748,441,369
6,BISTRIŢA-NĂSĂUD,"GRĂDINIȚĂ CU PROGRAM NORMAL",233,RODNA,34333,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:59:22",169,158,0,8,3,114,103,0,8,3,112,2,200,86,78,34
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI RODNA",231,RODNA,34333,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:31:23",1432,1398,2,0,32,916,884,0,0,32,904,12,1550,634,542,362
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR. 2 ”FLORIAN PORCIUS” RODNA",229,RODNA,34333,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:57:06",926,909,0,8,9,587,570,0,8,9,556,31,1000,413,313,243
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR. 2 ”FLORIAN PORCIUS” RODNA",230,RODNA,34333,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:21:05",933,916,2,2,13,580,565,0,2,13,558,22,1000,420,281,277
