precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MĂRCULESCU DUMITRU-PARTIDUL NAȚIONAL LIBERAL-voturi","GEORGESCU ALADIN-GIGI-PARTIDUL SOCIAL DEMOCRAT-voturi","CHIRCU DOINIŢA-MARIANA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CUPĂ MARIA-RAMONA-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","VIŞAN SEVER-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","DRĂGHIA GEORGETA-PARTIDUL S.O.S. ROMÂNIA-voturi"
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-VIII BREZNIŢA OCOL",123,BREZNIŢA-OCOL,110820,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:11:31",1471,1443,0,5,23,809,781,0,5,23,794,15,1589,780,19,664,71,17,3,20
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-VIII CERNEŢI",262,ŞIMIAN,109826,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:14:25",1489,1474,1,4,10,773,759,0,4,10,737,36,1631,858,508,122,72,23,2,10
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-VIII CERNEŢI",263,ŞIMIAN,109826,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:33:25",1470,1460,0,4,6,791,781,0,4,6,777,14,1615,824,565,166,18,11,1,16
27,MEHEDINŢI,"ȘCOALA GENERALĂ I-VIII CRAINICI",100,BALA,110296,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:00:56",317,295,0,22,0,242,220,0,22,0,223,19,320,78,67,64,67,20,3,2
27,MEHEDINŢI,"ȘCOALA GENERALĂ I-VIII DÎLMA",101,BALA,110296,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:44:22",321,301,0,17,3,216,196,0,17,3,200,16,331,115,79,86,25,9,1,0
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-VIII FĂUROAIA",122,BREZNIŢA-MOTRU,110740,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:45:22",307,248,0,33,26,208,149,0,33,26,201,7,277,69,30,164,5,0,0,2
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-VIII FLOREŞTI",173,FLOREŞTI,111685,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:24:41",1363,1316,0,18,29,808,761,0,18,29,755,53,1439,631,97,539,62,29,6,22
27,MEHEDINŢI,"ȘCOALA GENERALĂ I-VIII HALÎNGA",206,"IZVORU BÂRZII",112469,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:05:04",723,672,0,50,1,522,471,0,50,1,510,12,818,296,103,327,27,17,9,27
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-VIII HINOVA",192,HINOVA,112076,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:28:11",1055,944,1,106,4,599,489,0,106,4,576,23,1030,431,269,236,43,16,1,11
27,MEHEDINŢI,"ȘCOALA GENERALĂ I-VIII JIANA",207,JIANA,112548,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:21:11",618,588,0,4,26,374,344,0,4,26,369,5,639,265,9,337,10,0,4,9
27,MEHEDINŢI,"ȘCOALA GENERALĂ I-VIII JIANA VECHE",211,JIANA,112548,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:52:36",1004,949,0,3,52,333,278,0,3,52,329,4,1046,713,5,311,11,0,0,2
27,MEHEDINŢI,"ȘCOALA GENERALĂ I-VIII NUMĂRUL 1 NORD",72,"MUNICIPIUL ORŞOVA",110063,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:05:13",1208,1176,3,23,6,507,478,0,23,6,484,23,1298,791,171,165,97,35,7,9
27,MEHEDINŢI,"ȘCOALA GENERALĂ I-VIII OBÎRȘIA CLOȘANI",219,OBÂRŞIA-CLOŞANI,110027,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:59:50",849,782,0,52,15,687,620,0,52,15,602,18,869,249,398,64,67,26,1,46
27,MEHEDINŢI,"ȘCOALA GENERALĂ I-VIII OPRIȘOR",223,OPRIŞOR,112771,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:15:44",664,588,1,25,50,472,396,1,25,50,422,18,707,267,167,167,44,37,0,7
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-VIII ROGOVA",253,ROGOVA,113466,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:40:38",1364,1096,1,171,96,1012,745,0,171,96,965,47,1321,309,39,727,42,132,6,19
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-VIII ŞIMIAN",261,ŞIMIAN,109826,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:51:22",1902,1884,2,5,11,769,753,0,5,11,769,0,2083,1314,467,274,2,15,1,10
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-VIII ŞIMIAN",260,ŞIMIAN,109826,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:51:43",1830,1816,6,4,4,820,812,0,4,4,818,2,2001,1181,438,361,8,11,0,0
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-VIII VÎNJU MARE",91,"ORAŞ VÂNJU MARE",110232,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:58:12",1647,1582,3,22,40,830,792,1,22,15,805,25,1673,843,148,588,38,17,4,10
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-VIII VOLOIAC",286,VOLOIAC,113974,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:40:45",552,488,0,41,23,384,320,0,41,23,369,15,537,153,41,284,28,10,1,5
27,MEHEDINŢI,"ȘCOALA GENERALĂ I-VIII VOLOIAC",287,VOLOIAC,113974,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:47:56",98,81,0,14,3,81,64,0,14,3,75,4,90,11,5,61,2,1,0,6
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-VIII ZEGUJANI",174,FLOREŞTI,111685,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:05:16",876,828,0,28,20,593,545,0,28,20,576,17,907,314,8,464,55,32,0,17
27,MEHEDINŢI,"ȘCOALA GENERALĂ IZVORU FRUMOS",130,"BURILA MARE",110946,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:21:43",172,154,0,12,6,105,87,0,12,6,96,9,176,71,19,66,7,2,0,2
27,MEHEDINŢI,"ŞCOALA GENERALĂ LUNCA BANULUI",87,"ORAŞ STREHAIA",110116,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:02:27",370,361,0,9,0,229,220,0,9,0,226,3,399,170,64,92,5,61,0,4
27,MEHEDINŢI,"ŞCOALA GENERALĂ MĂRĂŞEŞTI",77,"ORAŞ BAIA DE ARAMĂ",109924,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 12:00:04",1073,1056,0,11,6,697,680,0,11,6,665,32,1069,372,151,284,117,93,9,11
27,MEHEDINŢI,"ŞCOALA GENERALĂ MĂRU ROŞU",149,CORCOVA,111275,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 16:23:19",513,477,0,34,2,360,324,0,34,2,336,24,525,165,53,235,29,4,1,14
27,MEHEDINŢI,"ȘCOALA GENERALĂ NADANOVA",203,ISVERNA,112370,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:16:51",338,310,0,26,2,246,218,0,26,2,224,22,353,107,6,178,33,6,0,1
27,MEHEDINŢI,"ŞCOALA GENERALĂ NEGOEŞTI",78,"ORAŞ BAIA DE ARAMĂ",109924,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:49:50",672,663,0,6,3,405,396,0,6,3,389,16,731,326,96,217,42,22,1,11
27,MEHEDINŢI,"ŞCOALA GENERALĂ OSTROVU MARE",181,GOGOŞU,111863,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 21:50:31",687,584,3,77,23,395,296,0,76,23,379,16,641,246,86,245,27,0,0,21
27,MEHEDINŢI,"ŞCOALA GENERALĂ PĂDINA MICĂ",227,PĂDINA,112806,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 16:25:56",207,158,0,35,14,156,107,0,35,14,148,4,169,13,60,51,34,1,2,0
27,MEHEDINŢI,"ŞCOALA GENERALĂ PLOPI",278,TÂMNA,113732,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:59:04",523,489,0,28,6,316,282,0,28,6,294,22,541,225,36,166,82,5,0,5
27,MEHEDINŢI,"ŞCOALA GENERALĂ POROINA MARE",239,"POROINA MARE",113153,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:51:20",382,260,0,100,22,305,183,0,100,22,290,11,328,27,106,150,13,14,1,6
27,MEHEDINŢI,"ȘCOALA GENERALĂ PRISĂCEAUA",224,OPRIŞOR,112771,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:45:15",263,220,0,21,22,190,147,0,21,22,171,12,266,77,48,115,4,4,0,0
27,MEHEDINŢI,"ŞCOALA GENERALĂ PRUNIŞOR",244,PRUNIŞOR,113233,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:13:57",612,437,1,162,12,491,317,0,162,12,475,10,541,56,126,312,17,6,1,13
27,MEHEDINŢI,"ŞCOALA GENERALĂ SĂLĂTRUC",184,GRECI,111916,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:30:20",191,154,0,25,12,143,106,0,25,12,138,5,168,25,61,66,3,4,0,4
27,MEHEDINŢI,"ŞCOALA GENERALĂ SATU MARE",258,STÂNGĂCEAUA,113518,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:58:44",346,324,0,14,8,236,214,0,14,8,230,6,370,134,48,149,12,16,2,3
27,MEHEDINŢI,"ŞCOALA GENERALĂ SCĂPĂU",162,DEVESEL,111480,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:40:47",766,697,0,35,34,434,365,0,35,34,424,10,763,329,227,180,7,7,1,2
27,MEHEDINŢI,"ŞCOALA GENERALĂ SLĂTINICUL MARE",88,"ORAŞ STREHAIA",110116,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:02:09",268,250,0,16,2,189,171,0,16,2,186,3,278,89,23,146,4,10,0,3
27,MEHEDINŢI,"ŞCOALA GENERALĂ STĂNCEŞTI",89,"ORAŞ STREHAIA",110116,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:08:32",151,140,0,10,1,88,77,0,10,1,84,4,184,96,23,53,1,7,0,0
27,MEHEDINŢI,"ŞCOALA GENERALĂ STÎNGĂCEAUA",256,STÂNGĂCEAUA,113518,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:50:30",429,361,0,59,9,429,361,0,59,9,406,23,563,134,134,183,13,69,1,6
27,MEHEDINŢI,"ŞCOALA GENERALĂ STREHAIA",82,"ORAŞ STREHAIA",110116,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:06:16",1366,1335,1,23,7,767,737,0,23,7,723,44,1466,699,163,496,22,32,1,9
27,MEHEDINŢI,"ȘCOALA GENERALĂ ŢIGĂNAŞI",131,"BURILA MARE",110946,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:04:34",262,233,0,10,19,183,154,0,10,19,174,9,272,89,31,125,9,4,1,4
27,MEHEDINŢI,"ŞCOALA GENERALĂ TITERLEŞTI",79,"ORAŞ BAIA DE ARAMĂ",109924,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:33:58",400,390,0,6,4,253,243,0,6,4,237,12,371,122,42,147,14,27,3,4
27,MEHEDINŢI,"ŞCOALA GENERALĂ VALEA COPCII",268,ŞIMIAN,109826,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:45:49",105,97,0,8,0,82,74,0,8,0,82,0,107,25,58,12,11,0,0,1
27,MEHEDINŢI,"ŞCOALA GENERALĂ V-VIII SALCIA",254,SALCIA,113493,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:42:56",1196,1073,1,31,91,755,633,0,31,91,721,34,1182,427,134,418,73,77,0,19
27,MEHEDINŢI,"ŞCOALA GENERALĂ V-VIII SALCIA",255,SALCIA,113493,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:12:12",1228,1132,0,37,59,746,650,0,37,59,743,3,1261,515,112,467,96,41,13,14
27,MEHEDINŢI,"ŞCOALA GENERALĂ ZEGAIA",248,PRUNIŞOR,113233,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:37:03",288,207,0,79,2,224,143,0,79,2,215,9,289,65,54,148,8,1,2,2
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ ”ALICE VOINESCU” (ȘCOALA GENERALĂ NR.2)",50,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:29:10",1331,1311,3,13,4,608,591,0,13,4,599,9,1331,723,115,317,56,82,13,16
27,MEHEDINŢI,"ŞCOALA GIMNAZIALĂ BĂLĂCIŢA",110,BĂLĂCIŢA,110535,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:52:11",703,552,0,105,46,657,506,0,105,46,632,25,1053,391,266,294,34,30,2,6
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ BRANIȘTEA",119,BRANIŞTEA,114060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:06:08",1070,954,0,28,88,723,607,0,28,88,693,30,1143,420,93,552,37,3,2,6
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ ”CONSTANTIN NEGREANU” (ȘCOALA GENERALĂ NR.9)",9,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:39:06",1379,1365,1,10,3,531,518,0,10,3,509,22,1464,933,92,267,65,57,10,18
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ ”CONSTANTIN NEGREANU” (ȘCOALA GENERALĂ NR.9)",11,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:31:29",1584,1577,0,3,4,533,526,0,3,4,516,17,1713,1180,160,204,68,49,8,27
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ ”CONSTANTIN NEGREANU” (ȘCOALA GENERALĂ NR.9)",10,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:13:17",1278,1266,2,7,3,478,468,0,7,3,459,19,1387,909,106,217,53,63,8,12
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ DEVESEL",159,DEVESEL,111480,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 14:04:27",1125,939,1,126,59,821,636,0,126,59,804,17,1092,271,330,422,33,8,2,9
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ ”DIMITRIE GRECESCU” (ȘCOALA GENERALĂ NR.1)",47,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:04:51",1463,1431,9,11,12,661,638,0,11,12,611,35,1604,958,168,276,64,69,9,25
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ ”DIMITRIE GRECESCU” (ȘCOALA GENERALĂ NR.15 GURA VĂII)",65,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:38:29",1425,1406,0,8,11,728,709,0,8,11,689,39,1575,847,219,372,62,12,9,15
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ ”DUMITRU I.TOTIR” (ȘCOALA GENERALĂ NR.10)",3,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:55:00",1369,1355,2,9,3,601,589,0,9,3,573,28,1407,806,144,242,57,93,11,26
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ ”DUMITRU I.TOTIR”(ȘCOALA GENERALĂ NR.10)",4,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:47:34",1210,1204,0,6,0,460,454,0,6,0,413,41,1342,888,81,208,40,47,15,22
27,MEHEDINŢI,"ŞCOALA GIMNAZIALĂ GVARDINIŢA",112,BĂLĂCIŢA,110535,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:56:52",780,648,0,83,49,563,431,0,83,49,547,16,769,206,150,359,19,11,3,5
27,MEHEDINŢI,"ŞCOALA GIMNAZIALĂ HUSNICIOARA-C2",195,HUSNICIOARA,112129,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 00:56:19",815,493,1,303,18,686,365,0,303,18,613,73,831,145,296,260,28,22,1,6
27,MEHEDINŢI,"SCOALA GIMNAZIALA NOAPTEȘA",272,ŞIŞEŞTI,113625,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:48:50",340,328,0,11,1,340,328,0,11,1,323,17,583,243,58,168,74,10,2,11
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ NR. 11",21,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:27:40",1476,1464,0,10,2,606,594,0,10,2,586,20,1448,842,111,322,70,48,10,25
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ NR. 11",22,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:52:41",1216,1197,0,16,3,510,491,0,16,3,482,22,1310,806,105,258,47,58,4,10
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ NR. 14",18,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:07:26",977,966,0,11,0,334,323,0,11,0,313,21,1013,679,64,179,28,27,2,13
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ NR. 14",19,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:34:35",1290,1278,0,10,2,446,434,0,10,2,421,25,1465,1019,80,188,75,45,13,20
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ NR.15",57,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:17:40",1272,1259,0,10,3,433,420,0,10,3,396,37,1427,994,81,196,61,39,2,17
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ NR.15",60,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:35:27",1507,1495,1,8,3,600,589,0,8,3,578,22,1825,1225,120,299,70,58,5,26
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ NR.15",58,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:19:01",951,944,0,4,3,377,370,0,4,3,362,15,1076,699,46,204,49,37,10,16
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ NR.15",59,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:36:06",1291,1282,1,8,0,464,456,0,8,0,447,17,1370,906,63,261,59,45,5,14
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ NR.15 (FOSTA ȘCOALĂ GENERALĂ NR.8)",52,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:47:09",1790,1764,3,12,11,791,768,0,12,11,762,29,1883,1092,153,401,85,82,14,27
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ NR.15 (FOSTA ȘCOALĂ GENERALĂ NR.8)",51,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:02:11",964,950,1,6,7,382,369,0,6,7,366,16,1070,688,71,176,57,48,2,12
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ NR.3",49,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:39:31",1370,1338,6,24,2,604,578,0,24,2,555,33,1481,893,114,280,68,64,11,18
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ NR.5",64,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:23:59",1640,1627,1,6,6,762,750,0,6,6,704,58,1684,922,130,426,84,36,2,26
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ NR. 6",36,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:10:37",1171,1163,0,7,1,435,427,0,7,1,409,26,1322,887,82,208,39,58,10,12
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ NR. 6",37,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:12:00",1128,1115,1,11,1,415,403,0,11,1,401,14,1261,844,90,193,46,49,11,12
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ NR. 6",35,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:35:56",1455,1440,4,7,4,549,538,0,7,4,532,17,1641,1092,117,260,59,64,11,21
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ NR. 6",34,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 15:51:55",1164,1156,0,8,0,470,462,0,8,0,450,20,1311,841,82,234,49,53,8,24
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ ”PETRE SERGESCU” (ȘCOALA GENERALĂ NR.4)",42,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:05:04",1211,1189,8,8,6,556,541,1,8,6,532,24,1393,779,116,282,64,32,9,29
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ ”PETRE SERGESCU” (ȘCOALA GENERALĂ NR.4)",38,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:58:38",1249,1234,0,10,5,410,395,0,10,5,397,13,1337,927,92,188,61,33,4,19
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ ”PETRE SERGESCU” (ȘCOALA GENERALĂ NR.4)",39,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:26:40",1098,1086,4,7,1,350,342,0,7,1,330,20,1227,877,60,174,30,45,7,14
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ ”PETRE SERGESCU” (ȘCOALA GENERALĂ NR.4)",41,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:10:48",1171,1161,1,6,3,477,468,0,6,3,459,18,1264,787,122,244,50,28,6,9
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ ”PETRE SERGESCU” (ȘCOALA GENERALĂ NR.4)",40,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 15:56:24",1045,1031,1,6,7,442,429,0,6,7,424,18,1284,842,106,226,41,31,4,16
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ ”TEODOR COSTESCU” ( ȘCOALA GENERALĂ NR.7)",55,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:04:21",1726,1711,1,10,4,578,564,0,10,4,564,14,1700,1108,106,295,69,67,4,23
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ ”TEODOR COSTESCU” ( ȘCOALA GENERALĂ NR.7)",54,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:16:33",1612,1600,0,5,7,598,586,0,5,7,578,20,1790,1192,110,301,73,67,5,22
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ ”TEODOR COSTESCU” ( ȘCOALA GENERALĂ NR.7)",53,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:58:38",1743,1734,2,5,2,614,607,0,5,2,584,30,1919,1305,104,294,57,98,11,20
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ ”TEODOR COSTESCU” (ȘCOALA GENERALĂ NR.7)",56,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:53:31",1524,1513,1,8,2,587,577,0,8,2,561,26,1697,1110,88,317,52,68,15,21
27,MEHEDINŢI,"ŞCOALA GIMNAZIALĂ VÎNJU MARE, GRĂDINIŢA CU PROGRAM NORMAL TRAIAN",95,"ORAŞ VÂNJU MARE",110232,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:00:49",500,472,1,19,8,277,250,0,19,8,271,6,558,281,87,154,17,2,1,10
27,MEHEDINŢI,"ŞCOALA I-IV RECEA",252,PUNGHINA,113395,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:15:24",836,818,0,18,0,347,329,0,18,0,338,9,920,573,3,330,2,3,0,0
27,MEHEDINŢI,"ŞCOALA I-VIII PREDA BUZESCU, VLĂDAIA",282,VLĂDAIA,113929,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:20:45",506,371,0,129,6,368,233,0,129,6,356,12,404,36,145,176,8,20,4,3
27,MEHEDINŢI,"ŞCOALA POIANA GRUII",191,GRUIA,112030,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:54:46",122,108,0,13,1,97,83,0,13,1,95,2,133,36,34,52,2,0,3,4
27,MEHEDINŢI,"ŞCOALA PRIMARĂ DOBRA",111,BĂLĂCIŢA,110535,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:40:49",418,324,0,77,17,314,220,0,77,17,304,10,359,44,114,166,8,6,0,10
27,MEHEDINŢI,"ŞCOALA PRIMARĂ IZVORĂLU DE JOS",213,LIVEZILE,112600,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:57:18",183,126,0,54,3,146,89,0,54,3,144,2,150,4,1,111,4,27,0,1
27,MEHEDINŢI,"ŞCOALA PRIMARĂ IZVORU ANEŞTILOR",214,LIVEZILE,112600,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:57:32",416,342,0,67,7,304,230,0,67,7,292,12,377,73,11,245,24,5,0,7
