precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VIŞAN CONSTANTIN-ANELIN-PARTIDUL NAȚIONAL LIBERAL-voturi","ION CRISTINEL-RELIU-voturi","CANDIDATU MARIAN-PARTIDUL ECOLOGIST ROMÂN-voturi","ISPĂSEANU GABRIEL-ADRIAN-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","ZINCĂ GEORGE-SORINEL-PARTIDUL PATRIOȚILOR-voturi","DOCHINOIU NICULAIE-PARTIDUL SOCIAL DEMOCRAT-voturi","DEACONU MARIAN-PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","SUCALĂ CLAUDIU-ROBERT-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
3,ARGEŞ,"LICEUL TEHNOLOGIC VEDEA",515,VEDEA,19793,2,PART,PRCNCT,P,P_SV,"2024-06-11 23:12:56",745,683,0,32,30,479,417,0,32,30,469,10,800,321,181,15,8,51,8,113,37,56
3,ARGEŞ,"ŞCOALA FATA",516,VEDEA,19793,2,PART,PRCNCT,P,P_SV,"2024-06-11 23:15:28",412,373,0,22,17,288,249,0,22,17,273,15,420,132,74,45,4,45,2,85,7,11
3,ARGEŞ,"ŞCOALA FRĂTICI",517,VEDEA,19793,2,PART,PRCNCT,P,P_SV,"2024-06-11 23:17:14",343,318,0,25,0,240,215,0,25,0,230,10,340,100,34,1,0,22,10,64,93,6
3,ARGEŞ,"ŞCOALA IZVORU DE SUS",518,VEDEA,19793,2,PART,PRCNCT,P,P_SV,"2024-06-11 23:19:16",278,264,0,13,1,169,155,0,13,1,161,8,300,131,45,4,9,43,0,39,9,12
3,ARGEŞ,"ŞCOALA PRODANI-CONTAINER MODULAR",519,VEDEA,19793,2,PART,PRCNCT,P,P_SV,"2024-06-11 23:20:40",572,547,5,11,9,403,383,0,11,9,394,9,630,227,197,9,7,31,1,96,47,6
3,ARGEŞ,"ŞCOALA VAŢA",520,VEDEA,19793,2,PART,PRCNCT,P,P_SV,"2024-06-11 23:22:18",486,472,0,9,5,307,293,0,9,5,300,7,526,219,142,8,1,50,0,60,9,30
