precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BUŞCOI NICOLAE-EUGEN-PARTIDUL SOCIAL DEMOCRAT-voturi"
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ ALUNIŞUL",311,ZAGRA,35429,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:26:23",172,160,0,4,8,142,130,0,4,8,142,0,200,58,142
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ PERIŞOR",312,ZAGRA,35429,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:07:09",413,403,0,3,7,243,233,0,3,7,238,5,450,207,238
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ POIENILE ZAGREI",313,ZAGRA,35429,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:06:05",710,690,0,6,14,425,405,0,6,14,422,3,750,325,422
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ SUPLAI",314,ZAGRA,35429,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:07:58",533,517,0,4,12,289,273,0,4,12,283,6,580,291,283
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ ZAGRA",310,ZAGRA,35429,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:41:32",828,801,0,4,23,543,516,0,4,23,531,12,900,357,531
